Name,Address,Signal Level,X,Y,MAC,Location
BPGC-NAB,08:4F:A9:39:6A:40,-94,26,25,9138234550848,2625
BPGC-NAB,70:EA:1A:22:92:40,-95,26,25,124150763131456,2625
BPGC-NAB,70:EA:1A:22:9F:20,-46,23,20,124150763134752,2320
BPGC-NAB,00:A3:8E:4E:29:A0,-47,23,20,702467156384,2320
BPGC-NAB,08:4F:A9:39:68:40,-60,23,20,9138234550336,2320
BPGC-NAB,08:4F:A9:30:00:00,-64,23,20,9138233933824,2320
BPGC-NAB,08:4F:A9:2D:8A:A0,-69,23,20,9138233772704,2320
BPGC-NAB,00:A3:8E:60:F2:A0,-69,23,20,702468387488,2320
sks,88:63:DF:BB:74:A5,-71,23,20,149962536744101,2320
BPGC-NAB,70:EA:1A:22:AC:00,-74,23,20,124150763138048,2320
BPGC-NAB,08:4F:A9:2D:8A:40,-70,23,20,9138233772608,2320
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-76,23,20,190090214554142,2320
BPGC-NAB,70:EA:1A:22:A9:40,-82,23,20,124150763137344,2320
BPGC-NAB,08:4F:A9:39:68:20,-77,23,20,9138234550304,2320
BPGC-NAB,70:EA:1A:22:96:00,-87,23,20,124150763132416,2320
BPGC-NAB,70:EA:1A:22:A9:A0,-85,23,20,124150763137440,2320
BPGC-NAB,70:EA:1A:22:A5:A0,-79,23,20,124150763136416,2320
BPGC-NAB,70:EA:1A:22:98:20,-86,23,20,124150763132960,2320
BPGC-NAB,70:EA:1A:22:97:80,-89,23,20,124150763132800,2320
BPGC-NAB,08:4F:A9:39:6A:40,-91,23,20,9138234550848,2320
SAIMAA,04:95:E6:82:45:88,-92,23,20,5041863935368,2320
BPGC-NAB,08:4F:A9:43:38:A0,-95,23,20,9138235193504,2320
BPGC-NAB,70:EA:1A:22:A0:20,-92,23,20,124150763135008,2320
BPGC-NAB,08:4F:A9:10:4B:80,-89,23,20,9138231856000,2320
BPGC-NAB,70:EA:1A:22:8F:E0,-95,23,20,124150763130848,2320
BPGC-NAB,A8:B4:56:CC:DE:00,-92,23,20,185492503846400,2320
TG,80:14:A8:BE:BB:28,-96,23,20,140826218773288,2320
BPGC-NAB,70:EA:1A:22:97:80,-41,29,24,124150763132800,2924
BPGC-NAB,70:EA:1A:22:A0:20,-59,29,24,124150763135008,2924
BPGC-NAB,A8:B4:56:CC:DE:00,-71,29,24,185492503846400,2924
BPGC-NAB,70:EA:1A:22:A9:40,-71,29,24,124150763137344,2924
BPGC-NAB,70:EA:1A:22:96:00,-74,29,24,124150763132416,2924
BPGC-NAB,08:4F:A9:39:6A:40,-69,29,24,9138234550848,2924
BPGC-NAB,08:4F:A9:30:00:00,-78,29,24,9138233933824,2924
BPGC-NAB,70:EA:1A:22:98:20,-78,29,24,124150763132960,2924
BPGC-NAB,70:EA:1A:22:AC:00,-70,29,24,124150763138048,2924
BPGC-NAB,70:EA:1A:22:87:60,-84,29,24,124150763128672,2924
BPGC-NAB,00:A3:8E:60:F2:A0,-82,29,24,702468387488,2924
BPGC-NAB,70:EA:1A:22:9B:E0,-92,29,24,124150763133920,2924
BPGC-NAB,70:EA:1A:22:8F:E0,-93,29,24,124150763130848,2924
BPGC-NAB,08:4F:A9:39:68:40,-86,29,24,9138234550336,2924
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-89,29,24,190090214554142,2924
sks,88:63:DF:BB:74:A5,-95,29,24,149962536744101,2924
SAIMAA,04:95:E6:82:45:88,-96,29,24,5041863935368,2924
BPGC-NAB,70:EA:1A:22:A5:A0,-63,29,24,124150763136416,2924
BPGC-NAB,70:EA:1A:22:9B:80,-91,29,24,124150763133824,2924
BPGC-NAB,08:4F:A9:43:38:A0,-94,29,24,9138235193504,2924
BPGC-NAB,00:A3:8E:4E:29:A0,-97,29,24,702467156384,2924
BPGC-NAB,08:4F:A9:2D:77:40,-96,29,24,9138233767744,2924
BPGC-NAB,08:4F:A9:10:4B:80,-96,29,24,9138231856000,2924
BPGC-NAB,70:EA:1A:22:96:A0,-97,29,24,124150763132576,2924
BPGC-NAB,08:4F:A9:39:6A:40,-35,29,19,9138234550848,2919
BPGC-NAB,08:4F:A9:30:00:00,-51,29,19,9138233933824,2919
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-57,29,19,190090214554142,2919
BPGC-NAB,08:4F:A9:39:68:40,-60,29,19,9138234550336,2919
sks,88:63:DF:BB:74:A5,-65,29,19,149962536744101,2919
BPGC-NAB,70:EA:1A:22:87:60,-75,29,19,124150763128672,2919
BPGC-NAB,70:EA:1A:22:97:80,-64,29,19,124150763132800,2919
BPGC-NAB,70:EA:1A:22:A0:20,-87,29,19,124150763135008,2919
BPGC-NAB,70:EA:1A:22:A5:A0,-70,29,19,124150763136416,2919
BPGC-NAB,70:EA:1A:22:98:20,-88,29,19,124150763132960,2919
BPGC-NAB,00:A3:8E:4E:29:A0,-80,29,19,702467156384,2919
BPGC-NAB,70:EA:1A:22:AC:00,-88,29,19,124150763138048,2919
BPGC-NAB,70:EA:1A:22:9F:E0,-69,29,19,124150763134944,2919
BPGC-NAB,70:EA:1A:22:9F:20,-89,29,19,124150763134752,2919
BPGC-NAB,70:EA:1A:22:9F:20,-37,20,20,124150763134752,2020
BPGC-NAB,08:4F:A9:30:00:00,-59,20,20,9138233933824,2020
BPGC-NAB,00:A3:8E:60:F2:A0,-46,20,20,702468387488,2020
BPGC-NAB,70:EA:1A:22:AC:00,-56,20,20,124150763138048,2020
BPGC-NAB,00:A3:8E:4E:29:A0,-57,20,20,702467156384,2020
BPGC-NAB,08:4F:A9:2D:8A:A0,-63,20,20,9138233772704,2020
BPGC-NAB,70:EA:1A:22:8F:E0,-63,20,20,124150763130848,2020
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-75,20,20,190090214554142,2020
BPGC-NAB,08:4F:A9:39:68:40,-57,20,20,9138234550336,2020
BPGC-NAB,70:EA:1A:22:A9:40,-72,20,20,124150763137344,2020
BPGC-NAB,70:EA:1A:22:97:80,-73,20,20,124150763132800,2020
BPGC-NAB,70:EA:1A:22:A9:A0,-70,20,20,124150763137440,2020
BPGC-NAB,08:4F:A9:2D:8A:40,-73,20,20,9138233772608,2020
BPGC-NAB,08:4F:A9:10:4B:80,-62,20,20,9138231856000,2020
BPGC-NAB,08:4F:A9:39:68:20,-70,20,20,9138234550304,2020
BPGC-NAB,70:EA:1A:22:A5:A0,-79,20,20,124150763136416,2020
BPGC-NAB,A8:B4:56:CC:DE:00,-74,20,20,185492503846400,2020
sks,88:63:DF:BB:74:A5,-70,20,20,149962536744101,2020
BPGC-NAB,08:4F:A9:43:38:A0,-89,20,20,9138235193504,2020
CRT-MIFI,8C:21:A7:E1:4E:22,-81,20,20,154076178370082,2020
BPGC-NAB,70:EA:1A:22:96:00,-71,20,20,124150763132416,2020
BPGC-NAB,70:EA:1A:22:98:20,-72,20,20,124150763132960,2020
BPGC-NAB,70:EA:1A:22:A0:20,-90,20,20,124150763135008,2020
BPGC-NAB,70:EA:1A:22:AC:00,-43,20,25,124150763138048,2025
BPGC-NAB,70:EA:1A:22:8F:E0,-64,20,25,124150763130848,2025
BPGC-NAB,70:EA:1A:22:A5:A0,-61,20,25,124150763136416,2025
BPGC-NAB,00:A3:8E:60:F2:A0,-58,20,25,702468387488,2025
BPGC-NAB,70:EA:1A:22:A9:40,-59,20,25,124150763137344,2025
BPGC-NAB,70:EA:1A:22:97:80,-62,20,25,124150763132800,2025
BPGC-NAB,70:EA:1A:22:9F:20,-73,20,25,124150763134752,2025
BPGC-NAB,70:EA:1A:22:96:00,-76,20,25,124150763132416,2025
BPGC-NAB,70:EA:1A:22:98:20,-78,20,25,124150763132960,2025
BPGC-NAB,A8:B4:56:CC:DE:00,-81,20,25,185492503846400,2025
BPGC-NAB,08:4F:A9:10:4B:80,-71,20,25,9138231856000,2025
BPGC-NAB,08:4F:A9:2D:77:40,-77,20,25,9138233767744,2025
BPGC-NAB,70:EA:1A:22:A0:20,-75,20,25,124150763135008,2025
BPGC-NAB,68:3B:78:E9:C0:E0,-77,20,25,114604640944352,2025
BPGC-NAB,70:EA:1A:22:A9:A0,-80,20,25,124150763137440,2025
BPGC-NAB,08:4F:A9:43:38:A0,-84,20,25,9138235193504,2025
BPGC-NAB,00:A3:8E:4E:29:A0,-91,20,25,702467156384,2025
BPGC-WIFI,40:01:7A:B1:00:40,-86,20,25,70375097565248,2025
BPGC-LT,40:01:7A:B1:00:41,-87,20,25,70375097565249,2025
BPGC-NAB,08:4F:A9:2D:8A:A0,-90,20,25,9138233772704,2025
BPGC-NAB,08:4F:A9:30:00:00,-90,20,25,9138233933824,2025
BPGC-NAB,08:4F:A9:39:68:40,-94,20,25,9138234550336,2025
sks,88:63:DF:BB:74:A5,-95,20,25,149962536744101,2025
BPGC-NAB,00:A3:8E:60:F2:A0,-66,20,27,702468387488,2027
BPGC-NAB,70:EA:1A:22:8F:E0,-72,20,27,124150763130848,2027
BPGC-NAB,68:3B:78:E9:C0:E0,-71,20,27,114604640944352,2027
BPGC-NAB,08:4F:A9:2D:77:40,-73,20,27,9138233767744,2027
BPGC-NAB,70:EA:1A:22:AC:00,-73,20,27,124150763138048,2027
BPGC-NAB,08:4F:A9:43:38:A0,-68,20,27,9138235193504,2027
BPGC-NAB,70:EA:1A:22:9F:20,-81,20,27,124150763134752,2027
BPGC-NAB,08:4F:A9:10:4B:80,-84,20,27,9138231856000,2027
BPGC-NAB,70:EA:1A:22:A9:40,-88,20,27,124150763137344,2027
BPGC-NAB,70:EA:1A:22:96:00,-94,20,27,124150763132416,2027
BPGC-NAB,70:EA:1A:22:A9:A0,-94,20,27,124150763137440,2027
BPGC-NAB,70:EA:1A:22:A5:A0,-90,20,27,124150763136416,2027
BPGC-NAB,70:EA:1A:22:97:80,-90,20,27,124150763132800,2027
BPGC-NAB,70:EA:1A:22:98:20,-94,20,27,124150763132960,2027
BPGC-NAB,A8:B4:56:CC:DE:00,-96,20,27,185492503846400,2027
BPGC-NAB,A8:B4:56:CA:8F:40,-93,20,27,185492503695168,2027
BPGC-NAB,70:EA:1A:22:96:20,-95,20,27,124150763132448,2027
BPGC-NAB,00:A3:8E:60:F2:A0,-39,20,21,702468387488,2021
BPGC-NAB,08:4F:A9:10:4B:80,-59,20,21,9138231856000,2021
BPGC-NAB,70:EA:1A:22:AC:00,-59,20,21,124150763138048,2021
BPGC-NAB,70:EA:1A:22:8F:E0,-65,20,21,124150763130848,2021
BPGC-NAB,70:EA:1A:22:96:00,-72,20,21,124150763132416,2021
BPGC-NAB,70:EA:1A:22:9F:20,-68,20,21,124150763134752,2021
BPGC-NAB,70:EA:1A:22:A9:40,-77,20,21,124150763137344,2021
BPGC-NAB,70:EA:1A:22:97:80,-78,20,21,124150763132800,2021
BPGC-NAB,70:EA:1A:22:98:20,-75,20,21,124150763132960,2021
BPGC-NAB,A8:B4:56:CC:DE:00,-84,20,21,185492503846400,2021
BPGC-NAB,70:EA:1A:22:A0:20,-77,20,21,124150763135008,2021
BPGC-NAB,70:EA:1A:22:A9:A0,-82,20,21,124150763137440,2021
BPGC-NAB,00:A3:8E:4E:29:A0,-79,20,21,702467156384,2021
BPGC-NAB,08:4F:A9:2D:77:40,-85,20,21,9138233767744,2021
BPGC-NAB,70:EA:1A:22:A5:A0,-80,20,21,124150763136416,2021
BPGC-NAB,08:4F:A9:2D:8A:A0,-89,20,21,9138233772704,2021
BPGC-NAB,08:4F:A9:30:00:00,-82,20,21,9138233933824,2021
BPGC-NAB,08:4F:A9:2D:8A:40,-94,20,21,9138233772608,2021
BPGC-NAB,08:4F:A9:39:68:40,-83,20,21,9138234550336,2021
BPGC-NAB,68:3B:78:E9:C0:E0,-90,20,21,114604640944352,2021
BPGC-NAB,08:4F:A9:39:68:20,-94,20,21,9138234550304,2021
sks,88:63:DF:BB:74:A5,-96,20,21,149962536744101,2021
BPGC-WIFI,40:01:7A:AF:D3:60,-93,20,21,70375097488224,2021
BPGC-NAB,70:EA:1A:22:97:80,-47,28,25,124150763132800,2825
BPGC-NAB,70:EA:1A:22:A5:A0,-51,28,25,124150763136416,2825
BPGC-NAB,70:EA:1A:22:A9:40,-66,28,25,124150763137344,2825
BPGC-NAB,A8:B4:56:CC:DE:00,-67,28,25,185492503846400,2825
BPGC-NAB,70:EA:1A:22:AC:00,-72,28,25,124150763138048,2825
BPGC-NAB,70:EA:1A:22:98:20,-73,28,25,124150763132960,2825
BPGC-NAB,70:EA:1A:22:A0:20,-74,28,25,124150763135008,2825
BPGC-NAB,08:4F:A9:30:00:00,-76,28,25,9138233933824,2825
BPGC-NAB,08:4F:A9:39:6A:40,-78,28,25,9138234550848,2825
BPGC-NAB,70:EA:1A:22:96:00,-81,28,25,124150763132416,2825
BPGC-NAB,70:EA:1A:22:87:60,-81,28,25,124150763128672,2825
BPGC-NAB,08:4F:A9:39:68:40,-84,28,25,9138234550336,2825
BPGC-NAB,00:A3:8E:4E:29:A0,-88,28,25,702467156384,2825
BPGC-NAB,00:A3:8E:60:F2:A0,-90,28,25,702468387488,2825
BPGC-NAB,70:EA:1A:22:8F:E0,-92,28,25,124150763130848,2825
BPGC-NAB,08:4F:A9:39:68:20,-93,28,25,9138234550304,2825
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-94,28,25,190090214554142,2825
BPGC-NAB,A8:B4:56:CA:8F:40,-94,28,25,185492503695168,2825
BPGC-NAB,08:4F:A9:10:4B:80,-94,28,25,9138231856000,2825
BPGC-NAB,70:EA:1A:22:9B:E0,-95,28,25,124150763133920,2825
sks,88:63:DF:BB:74:A5,-96,28,25,149962536744101,2825
BPGC-NAB,70:EA:1A:22:92:40,-96,28,25,124150763131456,2825
BPGC-NAB,70:EA:1A:22:9B:80,-96,28,25,124150763133824,2825
BPGC-NAB,70:EA:1A:22:9F:E0,-96,28,25,124150763134944,2825
BPGC-NAB,00:A3:8E:60:F2:A0,-36,20,22,702468387488,2022
BPGC-NAB,70:EA:1A:22:AC:00,-51,20,22,124150763138048,2022
BPGC-NAB,08:4F:A9:10:4B:80,-50,20,22,9138231856000,2022
BPGC-NAB,70:EA:1A:22:A0:20,-63,20,22,124150763135008,2022
BPGC-NAB,70:EA:1A:22:97:80,-62,20,22,124150763132800,2022
BPGC-NAB,70:EA:1A:22:9F:20,-65,20,22,124150763134752,2022
BPGC-NAB,70:EA:1A:22:96:00,-62,20,22,124150763132416,2022
BPGC-NAB,70:EA:1A:22:A5:A0,-67,20,22,124150763136416,2022
BPGC-NAB,70:EA:1A:22:A9:40,-66,20,22,124150763137344,2022
BPGC-NAB,70:EA:1A:22:98:20,-59,20,22,124150763132960,2022
BPGC-NAB,A8:B4:56:CC:DE:00,-72,20,22,185492503846400,2022
BPGC-NAB,70:EA:1A:22:A9:A0,-78,20,22,124150763137440,2022
BPGC-NAB,08:4F:A9:43:38:A0,-80,20,22,9138235193504,2022
BPGC-NAB,00:A3:8E:4E:29:A0,-83,20,22,702467156384,2022
sks,88:63:DF:BB:74:A5,-83,20,22,149962536744101,2022
BPGC-NAB,08:4F:A9:39:68:40,-77,20,22,9138234550336,2022
BPGC-WIFI,40:01:7A:B1:00:40,-82,20,22,70375097565248,2022
BPGC-NAB,08:4F:A9:39:6A:40,-52,29,22,9138234550848,2922
BPGC-NAB,70:EA:1A:22:97:80,-56,29,22,124150763132800,2922
BPGC-NAB,08:4F:A9:30:00:00,-62,29,22,9138233933824,2922
BPGC-NAB,70:EA:1A:22:A5:A0,-66,29,22,124150763136416,2922
BPGC-NAB,70:EA:1A:22:A9:40,-71,29,22,124150763137344,2922
BPGC-NAB,A8:B4:56:CC:DE:00,-69,29,22,185492503846400,2922
BPGC-NAB,70:EA:1A:22:87:60,-68,29,22,124150763128672,2922
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-73,29,22,190090214554142,2922
BPGC-NAB,70:EA:1A:22:98:20,-68,29,22,124150763132960,2922
BPGC-NAB,08:4F:A9:39:68:40,-69,29,22,9138234550336,2922
BPGC-NAB,70:EA:1A:22:AC:00,-63,29,22,124150763138048,2922
BPGC-NAB,70:EA:1A:22:A0:20,-66,29,22,124150763135008,2922
BPGC-NAB,00:A3:8E:4E:29:A0,-86,29,22,702467156384,2922
sks,88:63:DF:BB:74:A5,-78,29,22,149962536744101,2922
BPGC-NAB,70:EA:1A:22:96:00,-67,29,22,124150763132416,2922
BPGC-NAB,70:EA:1A:22:9F:20,-88,29,22,124150763134752,2922
BPGC-NAB,08:4F:A9:39:68:20,-87,29,22,9138234550304,2922
BPGC-NAB,00:A3:8E:60:F2:A0,-85,29,22,702468387488,2922
BPGC-NAB,70:EA:1A:22:92:40,-91,29,22,124150763131456,2922
BPGC-NAB,70:EA:1A:22:9B:E0,-96,29,22,124150763133920,2922
BPGC-NAB,70:EA:1A:22:9F:E0,-92,29,22,124150763134944,2922
BPGC-NAB,70:EA:1A:22:8F:E0,-91,29,22,124150763130848,2922
BPGC-NAB,08:4F:A9:10:4B:80,-94,29,22,9138231856000,2922
BPGC-NAB,A8:B4:56:CA:8F:40,-94,29,22,185492503695168,2922
BPGC-NAB,08:4F:A9:2D:77:40,-96,29,22,9138233767744,2922
BPGC-NAB,08:4F:A9:39:68:40,-30,26,20,9138234550336,2620
BPGC-NAB,00:A3:8E:4E:29:A0,-47,26,20,702467156384,2620
BPGC-NAB,08:4F:A9:30:00:00,-39,26,20,9138233933824,2620
BPGC-NAB,70:EA:1A:22:9F:20,-50,26,20,124150763134752,2620
sks,88:63:DF:BB:74:A5,-52,26,20,149962536744101,2620
BPGC-NAB,08:4F:A9:39:68:20,-62,26,20,9138234550304,2620
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-51,26,20,190090214554142,2620
BPGC-NAB,08:4F:A9:2D:8A:40,-68,26,20,9138233772608,2620
BPGC-NAB,70:EA:1A:22:A9:40,-75,26,20,124150763137344,2620
BPGC-NAB,70:EA:1A:22:A5:A0,-73,26,20,124150763136416,2620
BPGC-NAB,70:EA:1A:22:97:80,-78,26,20,124150763132800,2620
BPGC-NAB,00:A3:8E:60:F2:A0,-69,26,20,702468387488,2620
BPGC-NAB,A8:B4:56:CC:DE:00,-80,26,20,185492503846400,2620
BPGC-NAB,08:4F:A9:39:6A:40,-69,26,20,9138234550848,2620
BPGC-NAB,08:4F:A9:2D:8A:A0,-72,26,20,9138233772704,2620
BPGC-NAB,70:EA:1A:22:AC:00,-81,26,20,124150763138048,2620
BPGC-NAB,70:EA:1A:22:A0:20,-74,26,20,124150763135008,2620
BPGC-NAB,70:EA:1A:22:98:20,-83,26,20,124150763132960,2620
BPGC-NAB,08:4F:A9:39:6A:40,-50,30,23,9138234550848,3023
BPGC-NAB,70:EA:1A:22:97:80,-49,30,23,124150763132800,3023
BPGC-NAB,70:EA:1A:22:A5:A0,-55,30,23,124150763136416,3023
BPGC-NAB,70:EA:1A:22:A9:40,-63,30,23,124150763137344,3023
BPGC-NAB,70:EA:1A:22:A0:20,-59,30,23,124150763135008,3023
BPGC-NAB,70:EA:1A:22:98:20,-67,30,23,124150763132960,3023
BPGC-NAB,70:EA:1A:22:AC:00,-64,30,23,124150763138048,3023
BPGC-NAB,A8:B4:56:CC:DE:00,-64,30,23,185492503846400,3023
BPGC-NAB,08:4F:A9:30:00:00,-75,30,23,9138233933824,3023
BPGC-NAB,70:EA:1A:22:96:00,-77,30,23,124150763132416,3023
BPGC-NAB,70:EA:1A:22:87:60,-81,30,23,124150763128672,3023
BPGC-NAB,00:A3:8E:60:F2:A0,-71,30,23,702468387488,3023
BPGC-NAB,08:4F:A9:39:68:40,-87,30,23,9138234550336,3023
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-87,30,23,190090214554142,3023
BPGC-NAB,08:4F:A9:2D:77:40,-96,30,23,9138233767744,3023
BPGC-NAB,70:EA:1A:22:9B:80,-94,30,23,124150763133824,3023
BPGC-NAB,70:EA:1A:22:8F:E0,-91,30,23,124150763130848,3023
BPGC-NAB,70:EA:1A:22:9B:E0,-94,30,23,124150763133920,3023
sks,88:63:DF:BB:74:A5,-89,30,23,149962536744101,3023
BPGC-WIFI,40:01:7A:C6:A5:60,-92,30,23,70375098983776,3023
BPGC-NAB,70:EA:1A:22:9F:20,-92,30,23,124150763134752,3023
BPGC-LT,40:01:7A:C6:A5:61,-93,30,23,70375098983777,3023
CRT-MIFI,8C:21:A7:E1:4E:22,-91,30,23,154076178370082,3023
BPGC-NAB,08:4F:A9:10:4B:80,-96,30,23,9138231856000,3023
BPGC-NAB,00:A3:8E:4E:29:A0,-96,30,23,702467156384,3023
BPGC-NAB,08:4F:A9:39:68:20,-96,30,23,9138234550304,3023
BPGC-NAB,70:EA:1A:22:A9:40,-37,25,25,124150763137344,2525
BPGC-NAB,70:EA:1A:22:A5:A0,-40,25,25,124150763136416,2525
BPGC-NAB,70:EA:1A:22:AC:00,-54,25,25,124150763138048,2525
BPGC-NAB,70:EA:1A:22:97:80,-57,25,25,124150763132800,2525
BPGC-NAB,70:EA:1A:22:98:20,-55,25,25,124150763132960,2525
BPGC-NAB,70:EA:1A:22:A0:20,-62,25,25,124150763135008,2525
BPGC-NAB,00:A3:8E:60:F2:A0,-67,25,25,702468387488,2525
BPGC-NAB,A8:B4:56:CC:DE:00,-66,25,25,185492503846400,2525
BPGC-NAB,70:EA:1A:22:96:00,-67,25,25,124150763132416,2525
sks,88:63:DF:BB:74:A5,-67,25,25,149962536744101,2525
BPGC-NAB,08:4F:A9:2D:77:40,-70,25,25,9138233767744,2525
BPGC-NAB,70:EA:1A:22:87:60,-74,25,25,124150763128672,2525
BPGC-NAB,08:4F:A9:39:68:40,-73,25,25,9138234550336,2525
BPGC-NAB,68:3B:78:E9:C0:E0,-73,25,25,114604640944352,2525
BPGC-NAB,70:EA:1A:22:9F:20,-78,25,25,124150763134752,2525
BPGC-NAB,00:A3:8E:4E:29:A0,-72,25,25,702467156384,2525
BPGC-NAB,08:4F:A9:30:00:00,-76,25,25,9138233933824,2525
BPGC-NAB,70:EA:1A:22:8F:E0,-80,25,25,124150763130848,2525
BPGC-NAB,08:4F:A9:43:38:A0,-72,25,25,9138235193504,2525
BPGC-NAB,70:EA:1A:22:9B:80,-83,25,25,124150763133824,2525
BPGC-NAB,70:EA:1A:22:A9:A0,-83,25,25,124150763137440,2525
BPGC-NAB,08:4F:A9:39:68:20,-80,25,25,9138234550304,2525
BPGC-NAB,70:EA:1A:22:9B:E0,-82,25,25,124150763133920,2525
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-82,25,25,190090214554142,2525
BPGC-NAB,08:4F:A9:30:00:00,-34,28,20,9138233933824,2820
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-54,28,20,190090214554142,2820
BPGC-NAB,08:4F:A9:39:6A:40,-55,28,20,9138234550848,2820
BPGC-NAB,08:4F:A9:39:68:40,-40,28,20,9138234550336,2820
BPGC-NAB,70:EA:1A:22:97:80,-62,28,20,124150763132800,2820
BPGC-NAB,70:EA:1A:22:A5:A0,-65,28,20,124150763136416,2820
BPGC-NAB,70:EA:1A:22:87:60,-66,28,20,124150763128672,2820
BPGC-NAB,08:4F:A9:39:68:20,-63,28,20,9138234550304,2820
BPGC-NAB,00:A3:8E:4E:29:A0,-52,28,20,702467156384,2820
sks,88:63:DF:BB:74:A5,-62,28,20,149962536744101,2820
BPGC-NAB,70:EA:1A:22:9F:20,-58,28,20,124150763134752,2820
BPGC-NAB,08:4F:A9:2D:8A:40,-74,28,20,9138233772608,2820
BPGC-NAB,70:EA:1A:22:A9:40,-77,28,20,124150763137344,2820
BPGC-NAB,70:EA:1A:22:AC:00,-82,28,20,124150763138048,2820
BPGC-NAB,00:A3:8E:60:F2:A0,-76,28,20,702468387488,2820
BPGC-NAB,70:EA:1A:22:98:20,-82,28,20,124150763132960,2820
BPGC-NAB,70:EA:1A:22:AC:00,-38,21,25,124150763138048,2125
BPGC-NAB,70:EA:1A:22:97:80,-54,21,25,124150763132800,2125
BPGC-NAB,70:EA:1A:22:A9:40,-54,21,25,124150763137344,2125
BPGC-NAB,70:EA:1A:22:98:20,-58,21,25,124150763132960,2125
BPGC-NAB,00:A3:8E:60:F2:A0,-53,21,25,702468387488,2125
BPGC-NAB,70:EA:1A:22:A5:A0,-46,21,25,124150763136416,2125
BPGC-NAB,70:EA:1A:22:96:00,-57,21,25,124150763132416,2125
BPGC-NAB,70:EA:1A:22:A0:20,-71,21,25,124150763135008,2125
BPGC-NAB,70:EA:1A:22:8F:E0,-71,21,25,124150763130848,2125
BPGC-NAB,08:4F:A9:10:4B:80,-75,21,25,9138231856000,2125
BPGC-NAB,70:EA:1A:22:9F:20,-69,21,25,124150763134752,2125
BPGC-NAB,A8:B4:56:CC:DE:00,-72,21,25,185492503846400,2125
BPGC-NAB,08:4F:A9:2D:8A:40,-82,21,25,9138233772608,2125
BPGC-NAB,70:EA:1A:22:A9:A0,-71,21,25,124150763137440,2125
BPGC-NAB,08:4F:A9:2D:77:40,-74,21,25,9138233767744,2125
BPGC-NAB,08:4F:A9:43:38:A0,-75,21,25,9138235193504,2125
BPGC-NAB,70:EA:1A:22:87:60,-83,21,25,124150763128672,2125
BPGC-NAB,70:EA:1A:22:9B:E0,-87,21,25,124150763133920,2125
sks,88:63:DF:BB:74:A5,-81,21,25,149962536744101,2125
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-82,21,25,190090214554142,2125
BPGC-NAB,70:EA:1A:22:9F:20,-31,22,20,124150763134752,2220
BPGC-NAB,00:A3:8E:4E:29:A0,-45,22,20,702467156384,2220
BPGC-NAB,08:4F:A9:39:68:40,-54,22,20,9138234550336,2220
BPGC-NAB,08:4F:A9:2D:8A:40,-65,22,20,9138233772608,2220
sks,88:63:DF:BB:74:A5,-65,22,20,149962536744101,2220
BPGC-NAB,08:4F:A9:30:00:00,-58,22,20,9138233933824,2220
BPGC-NAB,70:EA:1A:22:AC:00,-70,22,20,124150763138048,2220
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-72,22,20,190090214554142,2220
BPGC-NAB,08:4F:A9:2D:8A:A0,-63,22,20,9138233772704,2220
BPGC-NAB,08:4F:A9:39:68:20,-80,22,20,9138234550304,2220
BPGC-NAB,70:EA:1A:22:A9:40,-78,22,20,124150763137344,2220
BPGC-NAB,70:EA:1A:22:97:80,-79,22,20,124150763132800,2220
BPGC-NAB,70:EA:1A:22:96:00,-83,22,20,124150763132416,2220
BPGC-NAB,00:A3:8E:60:F2:A0,-64,22,20,702468387488,2220
BPGC-NAB,70:EA:1A:22:98:20,-84,22,20,124150763132960,2220
BPGC-NAB,08:4F:A9:39:6A:40,-84,22,20,9138234550848,2220
BPGC-NAB,70:EA:1A:22:A5:A0,-81,22,20,124150763136416,2220
BPGC-NAB,A8:B4:56:CC:DE:00,-90,22,20,185492503846400,2220
BPGC-NAB,70:EA:1A:22:97:80,-50,31,23,124150763132800,3123
BPGC-NAB,A8:B4:56:CC:DE:00,-57,31,23,185492503846400,3123
BPGC-NAB,70:EA:1A:22:A9:40,-65,31,23,124150763137344,3123
BPGC-NAB,70:EA:1A:22:A5:A0,-66,31,23,124150763136416,3123
BPGC-NAB,70:EA:1A:22:98:20,-69,31,23,124150763132960,3123
BPGC-NAB,70:EA:1A:22:A0:20,-55,31,23,124150763135008,3123
BPGC-NAB,00:A3:8E:60:F2:A0,-79,31,23,702468387488,3123
BPGC-NAB,08:4F:A9:30:00:00,-80,31,23,9138233933824,3123
