Name,Address,Signal Level,X,Y,Z,MAC,Location
BPGC-NAB,70:EA:1A:22:A5:A0,-58,14,15,11,124150763136416,141511
BPGC-NAB,70:EA:1A:22:98:20,-67,14,15,11,124150763132960,141511
BPGC-NAB,A8:B4:56:CC:DE:00,-69,14,15,11,185492503846400,141511
BPGC-NAB,00:A3:8E:60:F2:A0,-69,14,15,11,702468387488,141511
BPGC-NAB,70:EA:1A:22:A0:20,-77,14,15,11,124150763135008,141511
BPGC-NAB,70:EA:1A:22:96:00,-74,14,15,11,124150763132416,141511
BPGC-NAB,08:4F:A9:2D:77:40,-77,14,15,11,9138233767744,141511
BPGC-NAB,08:4F:A9:30:00:00,-87,14,15,11,9138233933824,141511
BPGC-NAB,08:4F:A9:39:68:40,-80,14,15,11,9138234550336,141511
sks,88:63:DF:BB:74:A5,-81,14,15,11,149962536744101,141511
BPGC-NAB,08:4F:A9:43:38:A0,-74,14,15,11,9138235193504,141511
BPGC-NAB,00:A3:8E:4E:29:A0,-80,14,15,11,702467156384,141511
BPGC-NAB,08:4F:A9:10:4B:80,-86,14,15,11,9138231856000,141511
BPGC-NAB,70:EA:1A:22:8F:E0,-86,14,15,11,124150763130848,141511
BPGC-NAB,70:EA:1A:22:9F:20,-81,14,15,11,124150763134752,141511
BPGC-NAB,68:3B:78:E9:C0:E0,-82,14,15,11,114604640944352,141511
BPGC-NAB,08:4F:A9:2D:8A:A0,-93,14,15,11,9138233772704,141511
BPGC-NAB,70:EA:1A:22:9B:E0,-91,14,15,11,124150763133920,141511
BPGC-NAB,08:4F:A9:2D:8A:40,-92,14,15,11,9138233772608,141511
BPGC-NAB,70:EA:1A:22:87:60,-89,14,15,11,124150763128672,141511
BPGC-NAB,70:EA:1A:22:9B:80,-93,14,15,11,124150763133824,141511
BPGC-NAB,08:4F:A9:39:68:20,-89,14,15,11,9138234550304,141511
BPGC-NAB,70:EA:1A:22:A9:A0,-97,14,15,11,124150763137440,141511
BPGC-NAB,70:EA:1A:22:AC:00,-33,10,14,11,124150763138048,101411
BPGC-NAB,00:A3:8E:60:F2:A0,-45,10,14,11,702468387488,101411
BPGC-NAB,70:EA:1A:22:A5:A0,-55,10,14,11,124150763136416,101411
BPGC-NAB,70:EA:1A:22:A9:40,-57,10,14,11,124150763137344,101411
BPGC-NAB,70:EA:1A:22:97:80,-54,10,14,11,124150763132800,101411
BPGC-NAB,70:EA:1A:22:98:20,-63,10,14,11,124150763132960,101411
BPGC-NAB,70:EA:1A:22:9F:20,-68,10,14,11,124150763134752,101411
BPGC-NAB,70:EA:1A:22:96:00,-68,10,14,11,124150763132416,101411
BPGC-NAB,A8:B4:56:CC:DE:00,-64,10,14,11,185492503846400,101411
BPGC-NAB,08:4F:A9:10:4B:80,-66,10,14,11,9138231856000,101411
sks,88:63:DF:BB:74:A5,-81,10,14,11,149962536744101,101411
BPGC-NAB,08:4F:A9:2D:8A:40,-82,10,14,11,9138233772608,101411
BPGC-NAB,70:EA:1A:22:8F:E0,-63,10,14,11,124150763130848,101411
BPGC-NAB,70:EA:1A:22:A0:20,-63,10,14,11,124150763135008,101411
BPGC-NAB,70:EA:1A:22:A9:A0,-69,10,14,11,124150763137440,101411
BPGC-WIFI,40:01:7A:B1:00:40,-81,10,14,11,70375097565248,101411
BPGC-LT,40:01:7A:B1:00:41,-83,10,14,11,70375097565249,101411
BPGC-NAB,08:4F:A9:43:38:A0,-75,10,14,11,9138235193504,101411
BPGC-NAB,08:4F:A9:30:00:00,-83,10,14,11,9138233933824,101411
BPGC-NAB,70:EA:1A:22:87:60,-85,10,14,11,124150763128672,101411
BPGC-NAB,08:4F:A9:2D:8A:A0,-82,10,14,11,9138233772704,101411
BPGC-NAB,08:4F:A9:39:68:20,-82,10,14,11,9138234550304,101411
BPGC-NAB,70:EA:1A:22:9F:20,-46,11,10,11,124150763134752,111011
BPGC-NAB,00:A3:8E:4E:29:A0,-59,11,10,11,702467156384,111011
BPGC-NAB,08:4F:A9:2D:8A:A0,-67,11,10,11,9138233772704,111011
BPGC-NAB,70:EA:1A:22:AC:00,-70,11,10,11,124150763138048,111011
BPGC-NAB,00:A3:8E:60:F2:A0,-65,11,10,11,702468387488,111011
BPGC-NAB,08:4F:A9:39:68:40,-62,11,10,11,9138234550336,111011
BPGC-NAB,70:EA:1A:22:A9:A0,-76,11,10,11,124150763137440,111011
sks,88:63:DF:BB:74:A5,-77,11,10,11,149962536744101,111011
BPGC-NAB,70:EA:1A:22:A9:40,-85,11,10,11,124150763137344,111011
BPGC-NAB,08:4F:A9:2D:8A:40,-71,11,10,11,9138233772608,111011
BPGC-NAB,70:EA:1A:22:96:00,-85,11,10,11,124150763132416,111011
BPGC-NAB,70:EA:1A:22:98:20,-84,11,10,11,124150763132960,111011
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-84,11,10,11,190090214554142,111011
BPGC-NAB,08:4F:A9:39:68:20,-78,11,10,11,9138234550304,111011
BPGC-NAB,70:EA:1A:22:97:80,-85,11,10,11,124150763132800,111011
BPGC-NAB,70:EA:1A:22:A5:A0,-91,11,10,11,124150763136416,111011
BPGC-NAB,08:4F:A9:30:00:00,-66,11,10,11,9138233933824,111011
BPGC-NAB,70:EA:1A:22:8F:E0,-88,11,10,11,124150763130848,111011
BPGC-NAB,08:4F:A9:10:4B:80,-77,11,10,11,9138231856000,111011
BPGC-NAB,70:EA:1A:22:A0:20,-92,11,10,11,124150763135008,111011
BPGC-NAB,A8:B4:56:CC:DE:00,-94,11,10,11,185492503846400,111011
BPGC-NAB,08:4F:A9:39:6A:40,-91,11,10,11,9138234550848,111011
BPGC-NAB,08:4F:A9:39:68:40,-41,17,10,11,9138234550336,171011
BPGC-NAB,00:A3:8E:4E:29:A0,-55,17,10,11,702467156384,171011
sks,88:63:DF:BB:74:A5,-63,17,10,11,149962536744101,171011
BPGC-NAB,70:EA:1A:22:9F:20,-66,17,10,11,124150763134752,171011
BPGC-NAB,08:4F:A9:30:00:00,-47,17,10,11,9138233933824,171011
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-54,17,10,11,190090214554142,171011
BPGC-NAB,08:4F:A9:39:68:20,-67,17,10,11,9138234550304,171011
BPGC-NAB,70:EA:1A:22:97:80,-71,17,10,11,124150763132800,171011
BPGC-NAB,08:4F:A9:2D:8A:40,-69,17,10,11,9138233772608,171011
BPGC-NAB,08:4F:A9:39:6A:40,-74,17,10,11,9138234550848,171011
BPGC-NAB,08:4F:A9:2D:8A:A0,-81,17,10,11,9138233772704,171011
BPGC-NAB,00:A3:8E:60:F2:A0,-79,17,10,11,702468387488,171011
BPGC-NAB,70:EA:1A:22:A5:A0,-76,17,10,11,124150763136416,171011
BPGC-NAB,70:EA:1A:22:A9:40,-80,17,10,11,124150763137344,171011
BPGC-NAB,70:EA:1A:22:A0:20,-80,17,10,11,124150763135008,171011
BPGC-NAB,70:EA:1A:22:87:60,-83,17,10,11,124150763128672,171011
BPGC-NAB,A8:B4:56:CC:DE:00,-87,17,10,11,185492503846400,171011
BPGC-NAB,70:EA:1A:22:AC:00,-82,17,10,11,124150763138048,171011
BPGC-NAB,70:EA:1A:22:98:20,-79,17,10,11,124150763132960,171011
BPGC-NAB,70:EA:1A:22:96:00,-88,17,10,11,124150763132416,171011
BPGC-NAB,70:EA:1A:22:9F:E0,-96,17,10,11,124150763134944,171011
BPGC-NAB,08:4F:A9:10:4B:80,-97,17,10,11,9138231856000,171011
BPGC-NAB,08:4F:A9:2D:77:40,-96,17,10,11,9138233767744,171011
BPGC-NAB,68:3B:78:E9:C0:E0,-96,17,10,11,114604640944352,171011
BPGC-NAB,70:EA:1A:22:97:80,-32,19,15,11,124150763132800,191511
BPGC-NAB,70:EA:1A:22:A9:40,-61,19,15,11,124150763137344,191511
BPGC-NAB,70:EA:1A:22:A5:A0,-62,19,15,11,124150763136416,191511
BPGC-NAB,70:EA:1A:22:AC:00,-69,19,15,11,124150763138048,191511
BPGC-NAB,08:4F:A9:39:6A:40,-66,19,15,11,9138234550848,191511
BPGC-NAB,70:EA:1A:22:A0:20,-67,19,15,11,124150763135008,191511
BPGC-NAB,A8:B4:56:CC:DE:00,-74,19,15,11,185492503846400,191511
BPGC-NAB,08:4F:A9:30:00:00,-79,19,15,11,9138233933824,191511
BPGC-NAB,70:EA:1A:22:87:60,-84,19,15,11,124150763128672,191511
BPGC-NAB,08:4F:A9:39:68:40,-85,19,15,11,9138234550336,191511
BPGC-NAB,70:EA:1A:22:98:20,-74,19,15,11,124150763132960,191511
BPGC-NAB,00:A3:8E:60:F2:A0,-77,19,15,11,702468387488,191511
BPGC-NAB,70:EA:1A:22:96:00,-81,19,15,11,124150763132416,191511
sks,88:63:DF:BB:74:A5,-91,19,15,11,149962536744101,191511
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-96,19,15,11,190090214554142,191511
BPGC-NAB,08:4F:A9:2D:77:40,-96,19,15,11,9138233767744,191511
BPGC-NAB,08:4F:A9:43:38:A0,-96,19,15,11,9138235193504,191511
BPGC-NAB,00:A3:8E:4E:29:A0,-96,19,15,11,702467156384,191511
BPGC-NAB,70:EA:1A:22:9B:E0,-93,19,15,11,124150763133920,191511
BPGC-NAB,70:EA:1A:22:9B:80,-96,19,15,11,124150763133824,191511
BPGC-NAB,70:EA:1A:22:8F:E0,-91,19,15,11,124150763130848,191511
BPGC-NAB,70:EA:1A:22:92:40,-96,19,15,11,124150763131456,191511
BPGC-NAB,00:A3:8E:60:F2:A0,-50,10,16,11,702468387488,101611
BPGC-NAB,70:EA:1A:22:8F:E0,-52,10,16,11,124150763130848,101611
BPGC-NAB,70:EA:1A:22:9F:20,-64,10,16,11,124150763134752,101611
BPGC-NAB,70:EA:1A:22:A9:40,-65,10,16,11,124150763137344,101611
BPGC-NAB,70:EA:1A:22:AC:00,-57,10,16,11,124150763138048,101611
BPGC-NAB,08:4F:A9:10:4B:80,-65,10,16,11,9138231856000,101611
BPGC-NAB,08:4F:A9:43:38:A0,-63,10,16,11,9138235193504,101611
BPGC-NAB,70:EA:1A:22:A5:A0,-71,10,16,11,124150763136416,101611
BPGC-NAB,70:EA:1A:22:97:80,-76,10,16,11,124150763132800,101611
BPGC-NAB,68:3B:78:E9:C0:E0,-61,10,16,11,114604640944352,101611
BPGC-NAB,70:EA:1A:22:98:20,-77,10,16,11,124150763132960,101611
BPGC-NAB,08:4F:A9:2D:77:40,-58,10,16,11,9138233767744,101611
BPGC-NAB,70:EA:1A:22:A9:A0,-78,10,16,11,124150763137440,101611
BPGC-NAB,08:4F:A9:2D:8A:A0,-84,10,16,11,9138233772704,101611
BPGC-WIFI,40:01:7A:B1:00:40,-80,10,16,11,70375097565248,101611
BPGC-NAB,A8:B4:56:CC:DE:00,-79,10,16,11,185492503846400,101611
BPGC-NAB,70:EA:1A:22:96:A0,-81,10,16,11,124150763132576,101611
BPGC-LT,40:01:7A:CA:3F:AE,-79,10,16,11,70375099219886,101611
BPGC-LT,40:01:7A:B1:00:41,-81,10,16,11,70375097565249,101611
BPGC-NAB,70:EA:1A:22:96:00,-80,10,16,11,124150763132416,101611
BPGC-NAB,A8:B4:56:CA:8F:40,-81,10,16,11,185492503695168,101611
BPGC-NAB,00:A3:8E:4E:29:A0,-85,10,16,11,702467156384,101611
BPGC-NAB,08:4F:A9:39:68:40,-82,10,16,11,9138234550336,101611
BPGC-NAB,08:4F:A9:39:6A:40,-42,19,8,11,9138234550848,19811
BPGC-NAB,70:EA:1A:22:97:80,-71,19,8,11,124150763132800,19811
BPGC-NAB,08:4F:A9:30:00:00,-72,19,8,11,9138233933824,19811
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-76,19,8,11,190090214554142,19811
BPGC-NAB,70:EA:1A:22:A5:A0,-80,19,8,11,124150763136416,19811
BPGC-NAB,08:4F:A9:39:68:40,-76,19,8,11,9138234550336,19811
BPGC-NAB,70:EA:1A:22:87:60,-80,19,8,11,124150763128672,19811
BPGC-NAB,70:EA:1A:22:92:40,-74,19,8,11,124150763131456,19811
sks,88:63:DF:BB:74:A5,-82,19,8,11,149962536744101,19811
BPGC-NAB,00:A3:8E:4E:29:A0,-94,19,8,11,702467156384,19811
BPGC-NAB,70:EA:1A:22:9F:20,-91,19,8,11,124150763134752,19811
BPGC-NAB,08:4F:A9:39:68:20,-95,19,8,11,9138234550304,19811
BPGC-NAB,70:EA:1A:22:AC:00,-92,19,8,11,124150763138048,19811
BPGC-NAB,70:EA:1A:22:A9:40,-92,19,8,11,124150763137344,19811
BPGC-NAB,70:EA:1A:22:9F:E0,-79,19,8,11,124150763134944,19811
BPGC-NAB,A8:B4:56:CC:DE:00,-91,19,8,11,185492503846400,19811
BPGC-NAB,70:EA:1A:22:A0:20,-91,19,8,11,124150763135008,19811
BPGC-NAB,70:EA:1A:22:98:20,-94,19,8,11,124150763132960,19811
SAIMAA,04:95:E6:82:45:88,-92,19,8,11,5041863935368,19811
BPGC-NAB,00:A3:8E:60:F2:A0,-48,10,13,11,702468387488,101311
BPGC-NAB,70:EA:1A:22:AC:00,-52,10,13,11,124150763138048,101311
BPGC-NAB,70:EA:1A:22:97:80,-62,10,13,11,124150763132800,101311
BPGC-NAB,70:EA:1A:22:A9:40,-64,10,13,11,124150763137344,101311
BPGC-NAB,70:EA:1A:22:A5:A0,-70,10,13,11,124150763136416,101311
BPGC-NAB,70:EA:1A:22:98:20,-62,10,13,11,124150763132960,101311
BPGC-NAB,70:EA:1A:22:8F:E0,-71,10,13,11,124150763130848,101311
BPGC-NAB,70:EA:1A:22:A0:20,-70,10,13,11,124150763135008,101311
BPGC-NAB,70:EA:1A:22:96:00,-59,10,13,11,124150763132416,101311
BPGC-NAB,08:4F:A9:10:4B:80,-72,10,13,11,9138231856000,101311
BPGC-NAB,A8:B4:56:CC:DE:00,-71,10,13,11,185492503846400,101311
BPGC-NAB,70:EA:1A:22:9F:20,-78,10,13,11,124150763134752,101311
BPGC-NAB,08:4F:A9:43:38:A0,-84,10,13,11,9138235193504,101311
BPGC-NAB,68:3B:78:E9:C0:E0,-82,10,13,11,114604640944352,101311
BPGC-NAB,00:A3:8E:4E:29:A0,-87,10,13,11,702467156384,101311
BPGC-NAB,70:EA:1A:22:A9:A0,-80,10,13,11,124150763137440,101311
BPGC-NAB,08:4F:A9:39:68:40,-95,10,13,11,9138234550336,101311
BPGC-NAB,08:4F:A9:2D:77:40,-80,10,13,11,9138233767744,101311
BPGC-NAB,08:4F:A9:30:00:00,-95,10,13,11,9138233933824,101311
BPGC-NAB,08:4F:A9:2D:8A:40,-96,10,13,11,9138233772608,101311
BPGC-NAB,70:EA:1A:22:87:60,-94,10,13,11,124150763128672,101311
BPGC-NAB,08:4F:A9:2D:8A:A0,-91,10,13,11,9138233772704,101311
BPGC-NAB,70:EA:1A:22:9B:E0,-96,10,13,11,124150763133920,101311
sks,88:63:DF:BB:74:A5,-93,10,13,11,149962536744101,101311
BPGC-NAB,70:EA:1A:22:96:20,-95,10,13,11,124150763132448,101311
BPGC-NAB,70:EA:1A:22:97:80,-48,21,14,11,124150763132800,211411
BPGC-NAB,70:EA:1A:22:A5:A0,-52,21,14,11,124150763136416,211411
BPGC-NAB,70:EA:1A:22:A0:20,-57,21,14,11,124150763135008,211411
BPGC-NAB,70:EA:1A:22:A9:40,-60,21,14,11,124150763137344,211411
BPGC-NAB,A8:B4:56:CC:DE:00,-67,21,14,11,185492503846400,211411
BPGC-NAB,70:EA:1A:22:98:20,-69,21,14,11,124150763132960,211411
BPGC-NAB,70:EA:1A:22:87:60,-71,21,14,11,124150763128672,211411
BPGC-NAB,70:EA:1A:22:AC:00,-66,21,14,11,124150763138048,211411
BPGC-NAB,70:EA:1A:22:96:00,-77,21,14,11,124150763132416,211411
BPGC-NAB,08:4F:A9:39:68:40,-84,21,14,11,9138234550336,211411
sks,88:63:DF:BB:74:A5,-86,21,14,11,149962536744101,211411
BPGC-NAB,08:4F:A9:39:6A:40,-87,21,14,11,9138234550848,211411
BPGC-NAB,08:4F:A9:43:38:A0,-88,21,14,11,9138235193504,211411
CRT-MIFI,8C:21:A7:E1:4E:22,-81,21,14,11,154076178370082,211411
BPGC-NAB,00:A3:8E:60:F2:A0,-75,21,14,11,702468387488,211411
BPGC-NAB,70:EA:1A:22:A5:A0,-49,13,15,11,124150763136416,131511
BPGC-NAB,70:EA:1A:22:AC:00,-43,13,15,11,124150763138048,131511
BPGC-NAB,70:EA:1A:22:98:20,-59,13,15,11,124150763132960,131511
BPGC-NAB,70:EA:1A:22:A9:40,-47,13,15,11,124150763137344,131511
BPGC-NAB,70:EA:1A:22:96:00,-59,13,15,11,124150763132416,131511
BPGC-NAB,A8:B4:56:CC:DE:00,-67,13,15,11,185492503846400,131511
BPGC-NAB,00:A3:8E:60:F2:A0,-64,13,15,11,702468387488,131511
BPGC-NAB,70:EA:1A:22:A0:20,-71,13,15,11,124150763135008,131511
BPGC-NAB,70:EA:1A:22:9F:20,-66,13,15,11,124150763134752,131511
BPGC-NAB,08:4F:A9:43:38:A0,-61,13,15,11,9138235193504,131511
BPGC-NAB,08:4F:A9:2D:77:40,-69,13,15,11,9138233767744,131511
BPGC-NAB,70:EA:1A:22:97:80,-49,13,15,11,124150763132800,131511
BPGC-NAB,70:EA:1A:22:8F:E0,-73,13,15,11,124150763130848,131511
sks,88:63:DF:BB:74:A5,-76,13,15,11,149962536744101,131511
BPGC-NAB,00:A3:8E:4E:29:A0,-73,13,15,11,702467156384,131511
BPGC-NAB,08:4F:A9:39:68:40,-81,13,15,11,9138234550336,131511
BPGC-NAB,68:3B:78:E9:C0:E0,-70,13,15,11,114604640944352,131511
BPGC-NAB,08:4F:A9:2D:8A:A0,-83,13,15,11,9138233772704,131511
BPGC-NAB,08:4F:A9:2D:8A:40,-81,13,15,11,9138233772608,131511
BPGC-NAB,08:4F:A9:39:6A:40,-44,19,10,11,9138234550848,191011
BPGC-NAB,08:4F:A9:39:68:40,-49,19,10,11,9138234550336,191011
BPGC-NAB,08:4F:A9:30:00:00,-49,19,10,11,9138233933824,191011
BPGC-NAB,70:EA:1A:22:9F:20,-62,19,10,11,124150763134752,191011
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-66,19,10,11,190090214554142,191011
BPGC-NAB,70:EA:1A:22:97:80,-68,19,10,11,124150763132800,191011
BPGC-NAB,00:A3:8E:4E:29:A0,-64,19,10,11,702467156384,191011
sks,88:63:DF:BB:74:A5,-73,19,10,11,149962536744101,191011
BPGC-NAB,00:A3:8E:60:F2:A0,-76,19,10,11,702468387488,191011
BPGC-NAB,08:4F:A9:39:68:20,-73,19,10,11,9138234550304,191011
BPGC-NAB,70:EA:1A:22:87:60,-71,19,10,11,124150763128672,191011
BPGC-NAB,70:EA:1A:22:A5:A0,-76,19,10,11,124150763136416,191011
BPGC-NAB,70:EA:1A:22:A0:20,-87,19,10,11,124150763135008,191011
BPGC-NAB,70:EA:1A:22:92:40,-83,19,10,11,124150763131456,191011
BPGC-NAB,70:EA:1A:22:AC:00,-89,19,10,11,124150763138048,191011
BPGC-NAB,08:4F:A9:2D:8A:40,-84,19,10,11,9138233772608,191011
BPGC-NAB,70:EA:1A:22:A9:40,-90,19,10,11,124150763137344,191011
BPGC-NAB,70:EA:1A:22:9F:E0,-83,19,10,11,124150763134944,191011
BPGC-NAB,70:EA:1A:22:98:20,-87,19,10,11,124150763132960,191011
BPGC-NAB,08:4F:A9:2D:8A:A0,-86,19,10,11,9138233772704,191011
BPGC-NAB,A8:B4:56:CC:DE:00,-92,19,10,11,185492503846400,191011
BPGC-NAB,70:EA:1A:22:8F:E0,-96,19,10,11,124150763130848,191011
BPGC-NAB,70:EA:1A:22:97:80,-41,19,13,11,124150763132800,191311
BPGC-NAB,70:EA:1A:22:A5:A0,-51,19,13,11,124150763136416,191311
BPGC-NAB,08:4F:A9:39:6A:40,-52,19,13,11,9138234550848,191311
BPGC-NAB,70:EA:1A:22:A0:20,-54,19,13,11,124150763135008,191311
BPGC-NAB,70:EA:1A:22:A9:40,-55,19,13,11,124150763137344,191311
BPGC-NAB,70:EA:1A:22:96:00,-71,19,13,11,124150763132416,191311
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-75,19,13,11,190090214554142,191311
BPGC-NAB,70:EA:1A:22:87:60,-69,19,13,11,124150763128672,191311
BPGC-NAB,70:EA:1A:22:98:20,-68,19,13,11,124150763132960,191311
sks,88:63:DF:BB:74:A5,-77,19,13,11,149962536744101,191311
BPGC-NAB,08:4F:A9:30:00:00,-62,19,13,11,9138233933824,191311
BPGC-NAB,70:EA:1A:22:AC:00,-62,19,13,11,124150763138048,191311
BPGC-NAB,A8:B4:56:CC:DE:00,-59,19,13,11,185492503846400,191311
BPGC-NAB,70:EA:1A:22:8F:E0,-85,19,13,11,124150763130848,191311
BPGC-NAB,08:4F:A9:39:68:40,-77,19,13,11,9138234550336,191311
BPGC-NAB,00:A3:8E:60:F2:A0,-73,19,13,11,702468387488,191311
BPGC-NAB,70:EA:1A:22:9B:E0,-85,19,13,11,124150763133920,191311
BPGC-NAB,70:EA:1A:22:9F:E0,-86,19,13,11,124150763134944,191311
BPGC-NAB,08:4F:A9:39:68:20,-88,19,13,11,9138234550304,191311
BPGC-NAB,A8:B4:56:CA:8F:40,-85,19,13,11,185492503695168,191311
BPGC-NAB,68:3B:78:E9:C0:E0,-87,19,13,11,114604640944352,191311
BPGC-NAB,70:EA:1A:22:9B:80,-77,19,13,11,124150763133824,191311
BPGC-NAB,70:EA:1A:22:AC:00,-41,12,15,11,124150763138048,121511
BPGC-NAB,70:EA:1A:22:97:80,-62,12,15,11,124150763132800,121511
BPGC-NAB,70:EA:1A:22:A5:A0,-55,12,15,11,124150763136416,121511
BPGC-NAB,70:EA:1A:22:A9:40,-56,12,15,11,124150763137344,121511
BPGC-NAB,70:EA:1A:22:98:20,-65,12,15,11,124150763132960,121511
BPGC-NAB,00:A3:8E:60:F2:A0,-63,12,15,11,702468387488,121511
BPGC-NAB,70:EA:1A:22:A0:20,-71,12,15,11,124150763135008,121511
BPGC-NAB,70:EA:1A:22:96:00,-69,12,15,11,124150763132416,121511
BPGC-NAB,08:4F:A9:43:38:A0,-73,12,15,11,9138235193504,121511
BPGC-NAB,A8:B4:56:CC:DE:00,-73,12,15,11,185492503846400,121511
BPGC-NAB,08:4F:A9:2D:77:40,-81,12,15,11,9138233767744,121511
BPGC-NAB,00:A3:8E:4E:29:A0,-81,12,15,11,702467156384,121511
BPGC-NAB,08:4F:A9:10:4B:80,-84,12,15,11,9138231856000,121511
BPGC-NAB,68:3B:78:E9:C0:E0,-82,12,15,11,114604640944352,121511
BPGC-NAB,70:EA:1A:22:8F:E0,-81,12,15,11,124150763130848,121511
BPGC-NAB,70:EA:1A:22:9F:20,-78,12,15,11,124150763134752,121511
sks,88:63:DF:BB:74:A5,-86,12,15,11,149962536744101,121511
BPGC-NAB,08:4F:A9:2D:8A:A0,-91,12,15,11,9138233772704,121511
BPGC-NAB,08:4F:A9:39:68:40,-90,12,15,11,9138234550336,121511
BPGC-NAB,08:4F:A9:39:68:20,-94,12,15,11,9138234550304,121511
BPGC-NAB,70:EA:1A:22:A9:A0,-84,12,15,11,124150763137440,121511
BPGC-NAB,70:EA:1A:22:9B:E0,-90,12,15,11,124150763133920,121511
BPGC-NAB,70:EA:1A:22:9F:80,-96,12,15,11,124150763134848,121511
BPGC-NAB,08:4F:A9:2D:8A:40,-89,12,15,11,9138233772608,121511
BPGC-NAB,70:EA:1A:22:9B:80,-92,12,15,11,124150763133824,121511
BPGC-NAB,08:4F:A9:30:00:00,-94,12,15,11,9138233933824,121511
BPGC-NAB,08:4F:A9:39:6A:40,-96,12,15,11,9138234550848,121511
BPGC-NAB,70:EA:1A:22:87:60,-92,12,15,11,124150763128672,121511
BPGC-NAB,70:EA:1A:22:A5:A0,-41,16,15,11,124150763136416,161511
BPGC-NAB,70:EA:1A:22:A9:40,-45,16,15,11,124150763137344,161511
BPGC-NAB,70:EA:1A:22:97:80,-57,16,15,11,124150763132800,161511
BPGC-NAB,70:EA:1A:22:A0:20,-64,16,15,11,124150763135008,161511
BPGC-NAB,70:EA:1A:22:AC:00,-63,16,15,11,124150763138048,161511
BPGC-NAB,70:EA:1A:22:96:00,-74,16,15,11,124150763132416,161511
BPGC-NAB,70:EA:1A:22:98:20,-70,16,15,11,124150763132960,161511
BPGC-NAB,00:A3:8E:60:F2:A0,-81,16,15,11,702468387488,161511
BPGC-NAB,70:EA:1A:22:87:60,-81,16,15,11,124150763128672,161511
BPGC-NAB,A8:B4:56:CC:DE:00,-71,16,15,11,185492503846400,161511
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-82,16,15,11,190090214554142,161511
BPGC-NAB,08:4F:A9:39:68:40,-80,16,15,11,9138234550336,161511
sks,88:63:DF:BB:74:A5,-77,16,15,11,149962536744101,161511
BPGC-NAB,00:A3:8E:4E:29:A0,-84,16,15,11,702467156384,161511
BPGC-NAB,08:4F:A9:43:38:A0,-85,16,15,11,9138235193504,161511
BPGC-NAB,08:4F:A9:2D:77:40,-82,16,15,11,9138233767744,161511
BPGC-NAB,08:4F:A9:39:68:20,-85,16,15,11,9138234550304,161511
BPGC-NAB,08:4F:A9:30:00:00,-87,16,15,11,9138233933824,161511
BPGC-NAB,68:3B:78:E9:C0:E0,-82,16,15,11,114604640944352,161511
BPGC-NAB,08:4F:A9:10:4B:80,-95,16,15,11,9138231856000,161511
BPGC-NAB,70:EA:1A:22:9B:80,-95,16,15,11,124150763133824,161511
BPGC-NAB,70:EA:1A:22:9B:E0,-92,16,15,11,124150763133920,161511
BPGC-NAB,08:4F:A9:2D:8A:40,-91,16,15,11,9138233772608,161511
BPGC-NAB,70:EA:1A:22:8F:E0,-91,16,15,11,124150763130848,161511
TheLastUchiha,06:92:26:A2:85:2C,-95,16,15,11,7224783177004,161511
BPGC-NAB,70:EA:1A:22:9F:20,-92,16,15,11,124150763134752,161511
BPGC-NAB,70:EA:1A:22:96:20,-93,16,15,11,124150763132448,161511
BPGC-NAB,08:4F:A9:39:6A:40,-94,16,15,11,9138234550848,161511
BPGC-NAB,70:EA:1A:22:92:40,-95,16,15,11,124150763131456,161511
BPGC-NAB,70:EA:1A:22:9F:20,-46,13,10,11,124150763134752,131011
BPGC-NAB,00:A3:8E:4E:29:A0,-47,13,10,11,702467156384,131011
BPGC-NAB,08:4F:A9:39:68:40,-60,13,10,11,9138234550336,131011
BPGC-NAB,08:4F:A9:30:00:00,-64,13,10,11,9138233933824,131011
BPGC-NAB,08:4F:A9:2D:8A:A0,-69,13,10,11,9138233772704,131011
BPGC-NAB,00:A3:8E:60:F2:A0,-69,13,10,11,702468387488,131011
sks,88:63:DF:BB:74:A5,-71,13,10,11,149962536744101,131011
BPGC-NAB,70:EA:1A:22:AC:00,-74,13,10,11,124150763138048,131011
BPGC-NAB,08:4F:A9:2D:8A:40,-70,13,10,11,9138233772608,131011
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-76,13,10,11,190090214554142,131011
BPGC-NAB,70:EA:1A:22:A9:40,-82,13,10,11,124150763137344,131011
BPGC-NAB,08:4F:A9:39:68:20,-77,13,10,11,9138234550304,131011
BPGC-NAB,70:EA:1A:22:96:00,-87,13,10,11,124150763132416,131011
BPGC-NAB,70:EA:1A:22:A9:A0,-85,13,10,11,124150763137440,131011
BPGC-NAB,70:EA:1A:22:A5:A0,-79,13,10,11,124150763136416,131011
BPGC-NAB,70:EA:1A:22:98:20,-86,13,10,11,124150763132960,131011
