Name,Address,Company,Signal Level,Frequency,Channel,Security,Cipher,BSS Type,WPS Support,Time,Longitude,Latitude,X,Y,Z
BPGC-NAB,70:EA:1A:22:97:80,"Cisco Systems, Inc",-90,2412,1,None,None,Infrastructure,No,11/02/20 10:27:05 PM,73.88249,15.39225,1,0,0
BPGC-NAB,00:A3:8E:60:F2:A0,"Cisco Systems, Inc",-73,2462,11,None,None,Infrastructure,No,11/02/20 10:31:47 PM,73.88249,15.39225,1,0,0
BPGC-WIFI,40:01:7A:01:B8:80,"Cisco Systems, Inc",-78,2412,1,None,None,Infrastructure,No,11/02/20 10:31:49 PM,73.88249,15.39225,1,0,0
BPGC-NAB,70:EA:1A:22:A0:20,"Cisco Systems, Inc",-81,2437,6,None,None,Infrastructure,No,11/02/20 10:31:51 PM,73.88249,15.39225,1,0,0
BPGC-NAB,A8:B4:56:CC:DE:00,"Cisco Systems, Inc",-79,2462,11,None,None,Infrastructure,No,11/02/20 10:31:51 PM,73.88249,15.39225,1,0,0
BPGC-WIFI,40:01:7A:CC:88:20,"Cisco Systems, Inc",-89,2437,6,None,None,Infrastructure,No,11/02/20 10:27:05 PM,73.88249,15.39225,1,0,0
BPGC-NAB,08:4F:A9:30:00:00,,-88,2437,6,None,None,Infrastructure,No,11/02/20 10:31:49 PM,73.88249,15.39225,1,0,0
BPGC-WIFI,40:01:7A:CC:88:2F,"Cisco Systems, Inc",-93,5220,44,None,None,Infrastructure,No,11/02/20 10:27:05 PM,73.88249,15.39225,1,0,0
BPGC-WIFI,40:01:7A:C6:A5:60,"Cisco Systems, Inc",-81,2462,11,None,None,Infrastructure,No,11/02/20 10:31:51 PM,73.88249,15.39225,1,0,0
BPGC-NAB,70:EA:1A:22:A9:40,"Cisco Systems, Inc",-88,2462,11,None,None,Infrastructure,No,11/02/20 10:32:04 PM,73.88249,15.39225,1,0,0
BPGC-WIFI,40:01:7A:B1:00:40,"Cisco Systems, Inc",-90,2462,11,None,None,Infrastructure,No,11/02/20 10:31:51 PM,73.88249,15.39225,1,0,0
BPGC-NAB,70:EA:1A:22:A5:A0,"Cisco Systems, Inc",-92,2462,11,None,None,Infrastructure,No,11/02/20 10:31:51 PM,73.88249,15.39225,1,0,0
BPGC-NAB,70:EA:1A:22:92:40,"Cisco Systems, Inc",-95,2412,1,None,None,Infrastructure,No,11/02/20 10:31:53 PM,73.88249,15.39225,1,0,0
CRT-MIFI,8C:21:A7:E1:4E:22,,-88,2427,4,WPA-PSK,CCMP,Infrastructure,No,11/02/20 10:32:04 PM,73.88249,15.39225,1,0,0
BPGC-NAB,70:EA:1A:22:87:60,"Cisco Systems, Inc",-37,2412,1,None,None,Infrastructure,No,11/02/2020 23:23:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:A0:20,"Cisco Systems, Inc",-45,2437,6,None,None,Infrastructure,No,11/02/2020 23:21:11,,,9,1,0
BPGC-NAB,70:EA:1A:22:A5:A0,"Cisco Systems, Inc",-57,2462,11,None,None,Infrastructure,No,11/02/2020 23:21:11,,,9,1,0
BPGC-NAB,70:EA:1A:22:9F:E0,"Cisco Systems, Inc",-55,2462,11,None,None,Infrastructure,No,11/02/2020 23:23:59,,,9,1,0
BPGC-NAB,08:4F:A9:39:68:20,,-64,2437,6,None,None,Infrastructure,No,11/02/2020 23:23:11,,,9,1,0
BPGC-NAB,70:EA:1A:22:97:80,"Cisco Systems, Inc",-65,2412,1,None,None,Infrastructure,No,11/02/2020 23:19:11,,,9,1,0
BPGC-NAB,70:EA:1A:22:92:40,"Cisco Systems, Inc",-54,2412,1,None,None,Infrastructure,No,11/02/2020 23:21:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:98:20,"Cisco Systems, Inc",-71,2437,6,None,None,Infrastructure,No,11/02/2020 23:21:12,,,9,1,0
BPGC-NAB,A8:B4:56:CC:DE:00,"Cisco Systems, Inc",-51,2462,11,None,None,Infrastructure,No,11/02/2020 23:23:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:A9:40,"Cisco Systems, Inc",-59,2462,11,None,None,Infrastructure,No,11/02/2020 23:21:11,,,9,1,0
BPGC-NAB,08:4F:A9:30:00:00,,-70,2437,6,None,None,Infrastructure,No,11/02/2020 23:21:11,,,9,1,0
BPGC-NAB,08:4F:A9:39:6A:40,,-70,2462,11,None,None,Infrastructure,No,11/02/2020 23:23:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:96:00,"Cisco Systems, Inc",-72,2412,1,None,None,Infrastructure,No,11/02/2020 23:23:59,,,9,1,0
CRT-MIFI,8C:21:A7:E1:4E:22,,-72,2427,4,WPA-PSK,CCMP,Infrastructure,No,11/02/2020 23:23:59,,,9,1,0
BPGC-NAB,08:4F:A9:2D:8A:40,,-67,2462,11,None,None,Infrastructure,No,11/02/2020 23:21:11,,,9,1,0
BPGC-NAB,70:EA:1A:22:9B:80,"Cisco Systems, Inc",-79,2412,1,None,None,Infrastructure,No,11/02/2020 23:19:11,,,9,1,0
BPGC-NAB,00:A3:8E:4E:29:A0,"Cisco Systems, Inc",-81,2412,1,None,None,Infrastructure,No,11/02/2020 23:19:11,,,9,1,0
BPGC-NAB,08:4F:A9:2D:8A:A0,,-77,2412,1,None,None,Infrastructure,No,11/02/2020 23:23:12,,,9,1,0
BPGC-NAB,A8:B4:56:CA:8F:40,"Cisco Systems, Inc",-83,2437,6,None,None,Infrastructure,No,11/02/2020 23:19:11,,,9,1,0
BPGC-NAB,70:EA:1A:22:AC:00,"Cisco Systems, Inc",-78,2437,6,None,None,Infrastructure,No,11/02/2020 23:23:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:9B:E0,"Cisco Systems, Inc",-84,2437,6,None,None,Infrastructure,No,11/02/2020 23:23:11,,,9,1,0
BPGC-NAB,70:EA:1A:22:A9:A0,"Cisco Systems, Inc",-92,2437,6,None,None,Infrastructure,No,11/02/2020 23:19:11,,,9,1,0
BPGC-NAB,08:4F:A9:39:68:40,,-77,2462,11,None,None,Infrastructure,No,11/02/2020 23:23:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:96:A0,"Cisco Systems, Inc",-81,2412,1,None,None,Infrastructure,No,11/02/2020 23:23:11,,,9,1,0
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,Hewlett Packard,-86,2437,6,WPA2-PSK,CCMP,Infrastructure,Yes,11/02/2020 23:19:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:9F:80,"Cisco Systems, Inc",-86,2462,11,None,None,Infrastructure,No,11/02/2020 23:21:12,,,9,1,0
BPGC-NAB,70:EA:1A:22:9F:20,"Cisco Systems, Inc",-87,2462,11,None,None,Infrastructure,No,11/02/2020 23:23:11,,,9,1,0
BPGC-NAB,08:4F:A9:39:68:20,,-37,2437,6,None,None,Infrastructure,No,11/02/2020 23:03:40,,,6,0,0
BPGC-NAB,08:4F:A9:2D:8A:40,,-42,2462,11,None,None,Infrastructure,No,11/02/2020 23:06:03,,,6,0,0
BPGC-NAB,70:EA:1A:22:87:60,"Cisco Systems, Inc",-61,2412,1,None,None,Infrastructure,No,11/02/2020 23:03:39,,,6,0,0
CRT-MIFI,8C:21:A7:E1:4E:22,,-60,2427,4,WPA-PSK,CCMP,Infrastructure,No,11/02/2020 23:03:39,,,6,0,0
BPGC-NAB,08:4F:A9:2D:8A:A0,,-55,2412,1,None,None,Infrastructure,No,11/02/2020 23:05:41,,,6,0,0
BPGC-NAB,70:EA:1A:22:98:20,"Cisco Systems, Inc",-67,2437,6,None,None,Infrastructure,No,11/02/2020 23:03:39,,,6,0,0
BPGC-NAB,08:4F:A9:39:68:40,,-69,2462,11,None,None,Infrastructure,No,11/02/2020 23:03:40,,,6,0,0
BPGC-NAB,08:4F:A9:30:00:00,,-71,2437,6,None,None,Infrastructure,No,11/02/2020 23:03:39,,,6,0,0
BPGC-NAB,00:A3:8E:4E:29:A0,"Cisco Systems, Inc",-64,2412,1,None,None,Infrastructure,No,11/02/2020 23:03:40,,,6,0,0
BPGC-NAB,70:EA:1A:22:A0:20,"Cisco Systems, Inc",-76,2437,6,None,None,Infrastructure,No,11/02/2020 23:03:39,,,6,0,0
BPGC-NAB,70:EA:1A:22:96:00,"Cisco Systems, Inc",-76,2412,1,None,None,Infrastructure,No,11/02/2020 23:03:39,,,6,0,0
BPGC-NAB,70:EA:1A:22:A9:40,"Cisco Systems, Inc",-75,2462,11,None,None,Infrastructure,No,11/02/2020 23:05:39,,,6,0,0
BPGC-NAB,A8:B4:56:CC:DE:00,"Cisco Systems, Inc",-78,2462,11,None,None,Infrastructure,No,11/02/2020 23:01:40,,,6,0,0
BPGC-NAB,70:EA:1A:22:9F:E0,"Cisco Systems, Inc",-69,2462,11,None,None,Infrastructure,No,11/02/2020 23:03:41,,,6,0,0
BPGC-NAB,70:EA:1A:22:92:40,"Cisco Systems, Inc",-81,2412,1,None,None,Infrastructure,No,11/02/2020 23:01:40,,,6,0,0
sks,88:63:DF:BB:74:A5,"Apple, Inc.",-72,2462,11,WPA2-PSK,CCMP,Infrastructure,No,11/02/2020 23:03:41,,,6,0,0
BPGC-NAB,70:EA:1A:22:96:A0,"Cisco Systems, Inc",-83,2412,1,None,None,Infrastructure,No,11/02/2020 23:01:40,,,6,0,0
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,Hewlett Packard,-76,2437,6,WPA2-PSK,CCMP,Infrastructure,Yes,11/02/2020 23:05:39,,,6,0,0
BPGC-NAB,70:EA:1A:22:AC:00,"Cisco Systems, Inc",-88,2437,6,None,None,Infrastructure,No,11/02/2020 23:01:40,,,6,0,0
BPGC-NAB,70:EA:1A:22:A5:A0,"Cisco Systems, Inc",-75,2462,11,None,None,Infrastructure,No,11/02/2020 23:03:39,,,6,0,0
BPGC-NAB,70:EA:1A:22:9F:20,"Cisco Systems, Inc",-68,2462,11,None,None,Infrastructure,No,11/02/2020 23:06:03,,,6,0,0
BPGC-NAB,70:EA:1A:22:A9:A0,"Cisco Systems, Inc",-72,2437,6,None,None,Infrastructure,No,11/02/2020 23:03:40,,,6,0,0
BPGC-NAB,70:EA:1A:22:97:80,"Cisco Systems, Inc",-83,2412,1,None,None,Infrastructure,No,11/02/2020 23:03:40,,,6,0,0
BPGC-NAB,08:4F:A9:10:4B:80,,-84,2462,11,None,None,Infrastructure,No,11/02/2020 23:03:41,,,6,0,0
BPGC-NAB,00:A3:8E:60:F2:A0,"Cisco Systems, Inc",-86,2462,11,None,None,Infrastructure,No,11/02/2020 23:03:41,,,6,0,0
BPGC-NAB,70:EA:1A:22:8F:E0,"Cisco Systems, Inc",-77,2437,6,None,None,Infrastructure,No,11/02/2020 23:05:41,,,6,0,0
BPGC-NAB,70:EA:1A:22:8F:E0,"Cisco Systems, Inc",-54,2437,6,None,None,Infrastructure,No,12/02/20 11:30:04 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:A9:A0,"Cisco Systems, Inc",-73,2437,6,None,None,Infrastructure,No,12/02/20 11:34:28 PM,,,0,7,0
BPGC-NAB,A8:B4:56:CA:8F:40,"Cisco Systems, Inc",-74,2437,6,None,None,Infrastructure,No,12/02/20 11:34:26 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:96:00,"Cisco Systems, Inc",-82,2412,1,None,None,Infrastructure,No,12/02/20 11:30:05 PM,,,0,7,0
BPGC-NAB,00:A3:8E:60:F2:A0,"Cisco Systems, Inc",-83,2462,11,None,None,Infrastructure,No,12/02/20 11:34:25 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:AC:00,"Cisco Systems, Inc",-88,2437,6,None,None,Infrastructure,No,12/02/20 11:30:04 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:98:20,"Cisco Systems, Inc",-90,2437,6,None,None,Infrastructure,No,12/02/20 11:35:07 PM,,,0,7,0
BPGC-NAB,08:4F:A9:10:4B:80,,-56,2462,11,None,None,Infrastructure,No,12/02/20 11:31:58 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:96:20,"Cisco Systems, Inc",-75,2462,11,None,None,Infrastructure,No,12/02/20 11:31:58 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:96:A0,"Cisco Systems, Inc",-74,2412,1,None,None,Infrastructure,No,12/02/20 11:34:23 PM,,,0,7,0
BPGC-NAB,08:4F:A9:2D:8A:A0,,-94,2412,1,None,None,Infrastructure,No,12/02/20 11:31:58 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:9B:80,"Cisco Systems, Inc",-94,2412,1,None,None,Infrastructure,No,12/02/20 11:34:23 PM,,,0,7,0
BPGC-NAB,08:4F:A9:2D:77:40,,-96,2412,1,None,None,Infrastructure,No,12/02/20 11:35:07 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:9F:80,"Cisco Systems, Inc",-89,2462,11,None,None,Infrastructure,No,12/02/20 11:32:28 PM,,,0,7,0
BPGC-NAB,70:EA:1A:22:9B:E0,"Cisco Systems, Inc",-95,2437,6,None,None,Infrastructure,No,12/02/20 11:32:26 PM,,,0,7,0
BPGC-NAB,08:4F:A9:43:38:A0,,-96,2437,6,None,None,Infrastructure,No,12/02/20 11:32:28 PM,,,0,7,0
BPGC-NAB,68:3B:78:E9:C0:E0,,-96,2462,11,None,None,Infrastructure,No,12/02/20 11:34:25 PM,,,0,7,0
BPGC-NAB,08:4F:A9:39:68:20,,-35,2437,6,None,None,Infrastructure,No,11/02/2020 23:17:04,,,7,0,0
BPGC-NAB,08:4F:A9:2D:8A:40,,-47,2462,11,None,None,Infrastructure,No,11/02/2020 23:11:22,,,7,0,0
BPGC-NAB,70:EA:1A:22:87:60,"Cisco Systems, Inc",-60,2412,1,None,None,Infrastructure,No,11/02/2020 23:17:00,,,7,0,0
BPGC-NAB,08:4F:A9:2D:8A:A0,,-63,2412,1,None,None,Infrastructure,No,11/02/2020 23:17:04,,,7,0,0
BPGC-NAB,70:EA:1A:22:A9:40,"Cisco Systems, Inc",-66,2462,11,None,None,Infrastructure,No,11/02/2020 23:17:04,,,7,0,0
BPGC-NAB,08:4F:A9:39:68:40,,-63,2462,11,None,None,Infrastructure,No,11/02/2020 23:12:00,,,7,0,0
BPGC-NAB,70:EA:1A:22:A0:20,"Cisco Systems, Inc",-58,2437,6,None,None,Infrastructure,No,11/02/2020 23:17:00,,,7,0,0
CRT-MIFI,8C:21:A7:E1:4E:22,,-66,2427,4,WPA-PSK,CCMP,Infrastructure,No,11/02/2020 23:17:01,,,7,0,0
BPGC-NAB,70:EA:1A:22:A5:A0,"Cisco Systems, Inc",-69,2462,11,None,None,Infrastructure,No,11/02/2020 23:17:01,,,7,0,0
BPGC-NAB,70:EA:1A:22:92:40,"Cisco Systems, Inc",-69,2412,1,None,None,Infrastructure,No,11/02/2020 23:12:00,,,7,0,0
BPGC-NAB,A8:B4:56:CC:DE:00,"Cisco Systems, Inc",-68,2462,11,None,None,Infrastructure,No,11/02/2020 23:11:22,,,7,0,0
BPGC-NAB,70:EA:1A:22:A9:A0,"Cisco Systems, Inc",-71,2437,6,None,None,Infrastructure,No,11/02/2020 23:12:00,,,7,0,0
BPGC-NAB,70:EA:1A:22:9F:E0,"Cisco Systems, Inc",-67,2462,11,None,None,Infrastructure,No,11/02/2020 23:17:00,,,7,0,0
BPGC-NAB,00:A3:8E:4E:29:A0,"Cisco Systems, Inc",-72,2412,1,None,None,Infrastructure,No,11/02/2020 23:11:22,,,7,0,0
BPGC-NAB,70:EA:1A:22:98:20,"Cisco Systems, Inc",-69,2437,6,None,None,Infrastructure,No,11/02/2020 23:17:00,,,7,0,0
BPGC-NAB,70:EA:1A:22:96:00,"Cisco Systems, Inc",-76,2412,1,None,None,Infrastructure,No,11/02/2020 23:12:00,,,7,0,0
BPGC-NAB,70:EA:1A:22:9F:20,"Cisco Systems, Inc",-66,2462,11,None,None,Infrastructure,No,11/02/2020 23:12:00,,,7,0,0
BPGC-NAB,70:EA:1A:22:97:80,"Cisco Systems, Inc",-80,2412,1,None,None,Infrastructure,No,11/02/2020 23:17:00,,,7,0,0
BPGC-NAB,08:4F:A9:30:00:00,,-66,2437,6,None,None,Infrastructure,No,11/02/2020 23:17:01,,,7,0,0
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,Hewlett Packard,-77,2437,6,WPA2-PSK,CCMP,Infrastructure,Yes,11/02/2020 23:12:00,,,7,0,0
sks,88:63:DF:BB:74:A5,"Apple, Inc.",-80,2462,11,WPA2-PSK,CCMP,Infrastructure,No,11/02/2020 23:17:04,,,7,0,0
BPGC-NAB,70:EA:1A:22:AC:00,"Cisco Systems, Inc",-87,2437,6,None,None,Infrastructure,No,11/02/2020 23:12:00,,,7,0,0
BPGC-NAB,A8:B4:56:CC:DE:00,"Cisco Systems, Inc",-39,2462,11,None,None,Infrastructure,No,12/02/2020 22:03:28,,,10,2,0
BPGC-NAB,70:EA:1A:22:A0:20,"Cisco Systems, Inc",-46,2437,6,None,None,Infrastructure,No,12/02/2020 22:05:28,,,10,2,0
BPGC-NAB,70:EA:1A:22:97:80,"Cisco Systems, Inc",-48,2412,1,None,None,Infrastructure,No,12/02/2020 22:05:28,,,10,2,0
BPGC-NAB,70:EA:1A:22:87:60,"Cisco Systems, Inc",-53,2412,1,None,None,Infrastructure,No,12/02/2020 22:05:28,,,10,2,0
BPGC-NAB,70:EA:1A:22:A9:40,"Cisco Systems, Inc",-55,2462,11,None,None,Infrastructure,No,12/02/2020 22:08:05,,,10,2,0
BPGC-NAB,70:EA:1A:22:98:20,"Cisco Systems, Inc",-52,2437,6,None,None,Infrastructure,No,12/02/2020 22:05:29,,,10,2,0
BPGC-NAB,70:EA:1A:22:AC:00,"Cisco Systems, Inc",-58,2437,6,None,None,Infrastructure,No,12/02/2020 22:05:33,,,10,2,0
BPGC-NAB,70:EA:1A:22:96:00,"Cisco Systems, Inc",-58,2412,1,None,None,Infrastructure,No,12/02/2020 22:05:33,,,10,2,0
BPGC-NAB,70:EA:1A:22:A5:A0,"Cisco Systems, Inc",-50,2462,11,None,None,Infrastructure,No,12/02/2020 22:07:33,,,10,2,0
BPGC-NAB,00:A3:8E:60:F2:A0,"Cisco Systems, Inc",-70,2462,11,None,None,Infrastructure,No,12/02/2020 22:05:33,,,10,2,0
BPGC-NAB,70:EA:1A:22:8F:E0,"Cisco Systems, Inc",-72,2437,6,None,None,Infrastructure,No,12/02/2020 22:03:29,,,10,2,0
BPGC-NAB,70:EA:1A:22:9F:E0,"Cisco Systems, Inc",-67,2462,11,None,None,Infrastructure,No,12/02/2020 22:07:29,,,10,2,0
BPGC-NAB,70:EA:1A:22:9B:80,"Cisco Systems, Inc",-70,2412,1,None,None,Infrastructure,No,12/02/2020 22:05:33,,,10,2,0
CRT-MIFI,8C:21:A7:E1:4E:22,,-73,2427,4,WPA-PSK,CCMP,Infrastructure,No,12/02/2020 22:07:29,,,10,2,0
BPGC-NAB,08:4F:A9:39:68:20,,-78,2437,6,None,None,Infrastructure,No,12/02/2020 22:03:29,,,10,2,0
BPGC-NAB,70:EA:1A:22:96:20,"Cisco Systems, Inc",-87,2462,11,None,None,Infrastructure,No,12/02/2020 22:03:28,,,10,2,0
BPGC-NAB,70:EA:1A:22:92:40,"Cisco Systems, Inc",-74,2412,1,None,None,Infrastructure,No,12/02/2020 22:03:30,,,10,2,0
BPGC-NAB,08:4F:A9:10:4B:80,,-79,2462,11,None,None,Infrastructure,No,12/02/2020 22:03:29,,,10,2,0
BPGC-NAB,08:4F:A9:39:6A:40,,-86,2462,11,None,None,Infrastructure,No,12/02/2020 22:03:29,,,10,2,0
BPGC-WIFI,40:01:7A:01:B8:80,"Cisco Systems, Inc",-80,2412,1,None,None,Infrastructure,No,12/02/2020 22:05:33,,,10,2,0
BPGC-NAB,70:EA:1A:22:9F:80,"Cisco Systems, Inc",-69,2462,11,None,None,Infrastructure,No,12/02/2020 22:07:28,,,10,2,0
BPGC-NAB,70:EA:1A:22:96:A0,"Cisco Systems, Inc",-83,2412,1,None,None,Infrastructure,No,12/02/2020 22:07:31,,,10,2,0
BPGC-NAB,08:4F:A9:39:68:40,,-86,2462,11,None,None,Infrastructure,No,12/02/2020 22:05:31,,,10,2,0
BPGC-NAB,70:EA:1A:22:9B:E0,"Cisco Systems, Inc",-79,2437,6,None,None,Infrastructure,No,12/02/2020 22:05:33,,,10,2,0
bhikkhu,60:6D:C7:A3:30:E3,"Hon Hai Precision Ind. Co.,Ltd.",-75,2412,1,WPA-PSK + WPA2-PSK,TKIP + CCMP,Infrastructure,Yes,12/02/2020 22:07:31,,,10,2,0
BPGC-NAB,08:4F:A9:2D:8A:40,,-90,2462,11,None,None,Infrastructure,No,12/02/2020 22:07:28,,,10,2,0
BPGC-NAB,08:4F:A9:10:4B:80,,-45,2462,11,None,None,Infrastructure,No,12/02/20 11:15:38 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:96:00,"Cisco Systems, Inc",-50,2412,1,None,None,Infrastructure,No,12/02/20 11:13:43 PM,,,0,2,0
BPGC-NAB,00:A3:8E:60:F2:A0,"Cisco Systems, Inc",-65,2462,11,None,None,Infrastructure,No,12/02/20 11:19:04 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:A5:A0,"Cisco Systems, Inc",-68,2462,11,None,None,Infrastructure,No,12/02/20 11:13:41 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:AC:00,"Cisco Systems, Inc",-63,2437,6,None,None,Infrastructure,No,12/02/20 11:19:04 PM,,,0,2,0
BPGC-NAB,A8:B4:56:CC:DE:00,"Cisco Systems, Inc",-70,2462,11,None,None,Infrastructure,No,12/02/20 11:13:43 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:97:80,"Cisco Systems, Inc",-68,2412,1,None,None,Infrastructure,No,12/02/20 11:19:04 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:A9:40,"Cisco Systems, Inc",-70,2462,11,None,None,Infrastructure,No,12/02/20 11:13:43 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:96:A0,"Cisco Systems, Inc",-79,2412,1,None,None,Infrastructure,No,12/02/20 11:19:04 PM,,,0,2,0
BPGC-NAB,08:4F:A9:2D:8A:A0,,-82,2412,1,None,None,Infrastructure,No,12/02/20 11:13:41 PM,,,0,2,0
BPGC-WIFI,40:01:7A:01:B8:80,"Cisco Systems, Inc",-82,2412,1,None,None,Infrastructure,No,12/02/20 11:18:20 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:8F:E0,"Cisco Systems, Inc",-53,2437,6,None,None,Infrastructure,No,12/02/20 11:15:43 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:98:20,"Cisco Systems, Inc",-60,2437,6,None,None,Infrastructure,No,12/02/20 11:13:41 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:A0:20,"Cisco Systems, Inc",-68,2437,6,None,None,Infrastructure,No,12/02/20 11:19:04 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:A9:A0,"Cisco Systems, Inc",-67,2437,6,None,None,Infrastructure,No,12/02/20 11:13:43 PM,,,0,2,0
BPGC-NAB,A8:B4:56:CA:8F:40,"Cisco Systems, Inc",-81,2437,6,None,None,Infrastructure,No,12/02/20 11:15:38 PM,,,0,2,0
BPGC-WIFI,40:01:7A:CC:88:20,"Cisco Systems, Inc",-90,2437,6,None,None,Infrastructure,No,12/02/20 11:15:43 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:9F:20,"Cisco Systems, Inc",-81,2462,11,None,None,Infrastructure,No,12/02/20 11:19:04 PM,,,0,2,0
BPGC-WIFI,40:01:7A:B1:00:40,"Cisco Systems, Inc",-78,2462,11,None,None,Infrastructure,No,12/02/20 11:18:20 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:87:60,"Cisco Systems, Inc",-91,2412,1,None,None,Infrastructure,No,12/02/20 11:15:41 PM,,,0,2,0
BPGC-NAB,08:4F:A9:2D:77:40,,-94,2412,1,None,None,Infrastructure,No,12/02/20 11:13:43 PM,,,0,2,0
BPGC-NAB,68:3B:78:E9:C0:E0,,-95,2462,11,None,None,Infrastructure,No,12/02/20 11:13:43 PM,,,0,2,0
BPGC-NAB,08:4F:A9:43:38:A0,,-93,2437,6,None,None,Infrastructure,No,12/02/20 11:15:38 PM,,,0,2,0
BPGC-NAB,08:4F:A9:39:68:20,,-96,2437,6,None,None,Infrastructure,No,12/02/20 11:15:38 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:96:20,"Cisco Systems, Inc",-91,2462,11,None,None,Infrastructure,No,12/02/20 11:15:39 PM,,,0,2,0
BPGC-WIFI,40:01:7A:AF:D3:60,"Cisco Systems, Inc",-87,2437,6,None,None,Infrastructure,No,12/02/20 11:15:41 PM,,,0,2,0
BPGC-WIFI,40:01:7A:CA:3F:A0,"Cisco Systems, Inc",-92,2437,6,None,None,Infrastructure,No,12/02/20 11:15:41 PM,,,0,2,0
BPGC-NAB,00:A3:8E:4E:29:A0,"Cisco Systems, Inc",-95,2412,1,None,None,Infrastructure,No,12/02/20 11:15:41 PM,,,0,2,0
BPGC-WIFI,40:01:7A:01:B8:8F,"Cisco Systems, Inc",-95,5280,56,None,None,Infrastructure,No,12/02/20 11:15:43 PM,,,0,2,0
BPGC-NAB,08:4F:A9:2D:8A:40,,-90,2462,11,None,None,Infrastructure,No,12/02/20 11:18:20 PM,,,0,2,0
BPGC-WIFI,40:01:7A:C6:A5:60,"Cisco Systems, Inc",-77,2462,11,None,None,Infrastructure,No,12/02/20 11:19:04 PM,,,0,2,0
BPGC-NAB,08:4F:A9:39:68:40,,-95,2462,11,None,None,Infrastructure,No,12/02/20 11:18:20 PM,,,0,2,0
BPGC-NAB,08:4F:A9:30:00:00,,-96,2437,6,None,None,Infrastructure,No,12/02/20 11:18:20 PM,,,0,2,0
BPGC-HOSTEL,BC:16:F5:9F:6E:F0,"Cisco Systems, Inc",-96,2462,11,None,None,Infrastructure,No,12/02/20 11:18:20 PM,,,0,2,0
BPGC-NAB,70:EA:1A:22:96:00,"Cisco Systems, Inc",-46,2412,1,None,None,Infrastructure,No,12/02/20 11:00:23 PM,,,3,4,0
BPGC-NAB,A8:B4:56:CC:DE:00,"Cisco Systems, Inc",-57,2462,11,None,None,Infrastructure,No,12/02/20 11:00:23 PM,,,3,4,0
BPGC-NAB,70:EA:1A:22:AC:00,"Cisco Systems, Inc",-55,2437,6,None,None,Infrastructure,No,12/02/20 11:04:45 PM,,,3,4,0
BPGC-NAB,70:EA:1A:22:A0:20,"Cisco Systems, Inc",-69,2437,6,None,None,Infrastructure,No,12/02/20 11:02:06 PM,,,3,4,0
BPGC-NAB,70:EA:1A:22:A5:A0,"Cisco Systems, Inc",-61,2462,11,None,None,Infrastructure,No,12/02/20 11:00:23 PM,,,3,4,0
BPGC-NAB,00:A3:8E:60:F2:A0,"Cisco Systems, Inc",-62,2462,11,None,None,Infrastructure,No,12/02/20 11:04:31 PM,,,3,4,0
BPGC-NAB,70:EA:1A:22:A9:40,"Cisco Systems, Inc",-67,2462,11,None,None,Infrastructure,No,12/02/20 11:00:21 PM,,,3,4,0
BPGC-NAB,08:4F:A9:2D:8A:A0,,-69,2412,1,None,None,Infrastructure,No,12/02/20 11:04:45 PM,,,3,4,0
BPGC-NAB,08:4F:A9:10:4B:80,,-69,2462,11,None,None,Infrastructure,No,12/02/20 11:02:19 PM,,,3,4,0
BPGC-NAB,70:EA:1A:22:87:60,"Cisco Systems, Inc",-80,2412,1,None,None,Infrastructure,No,12/02/20 11:00:21 PM,,,3,4,0
BPGC-NAB,70:EA:1A:22:9F:20,"Cisco Systems, Inc",-81,2462,11,None,None,Infrastructure,No,12/02/20 11:04:45 PM,,,3,4,0
