Name,Address,Signal Level,Frequency,Channel,Time,X,Y,Z,MAC,Final
BPGC-NAB,70:EA:1A:22:9B:E0,-84,2437,6,11/02/2020 23:23:11,9,1,0,124150763133920,124150763133920910
BPGC-NAB,70:EA:1A:22:A9:A0,-92,2437,6,11/02/2020 23:19:11,9,1,0,124150763137440,124150763137440910
BPGC-NAB,08:4F:A9:39:68:40,-77,2462,11,11/02/2020 23:23:12,9,1,0,9138234550336,9138234550336910
BPGC-NAB,70:EA:1A:22:96:A0,-81,2412,1,11/02/2020 23:23:11,9,1,0,124150763132576,124150763132576910
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-86,2437,6,11/02/2020 23:19:12,9,1,0,190090214554142,190090214554142910
BPGC-NAB,70:EA:1A:22:9F:80,-86,2462,11,11/02/2020 23:21:12,9,1,0,124150763134848,124150763134848910
BPGC-NAB,70:EA:1A:22:9F:20,-87,2462,11,11/02/2020 23:23:11,9,1,0,124150763134752,124150763134752910
BPGC-NAB,08:4F:A9:39:68:20,-37,2437,6,11/02/2020 23:03:40,6,0,0,9138234550304,9138234550304600
BPGC-NAB,08:4F:A9:2D:8A:40,-42,2462,11,11/02/2020 23:06:03,6,0,0,9138233772608,9138233772608600
BPGC-NAB,70:EA:1A:22:87:60,-61,2412,1,11/02/2020 23:03:39,6,0,0,124150763128672,124150763128672600
CRT-MIFI,8C:21:A7:E1:4E:22,-60,2427,4,11/02/2020 23:03:39,6,0,0,154076178370082,154076178370082600
BPGC-NAB,08:4F:A9:2D:8A:A0,-55,2412,1,11/02/2020 23:05:41,6,0,0,9138233772704,9138233772704600
BPGC-NAB,70:EA:1A:22:98:20,-67,2437,6,11/02/2020 23:03:39,6,0,0,124150763132960,124150763132960600
BPGC-NAB,08:4F:A9:39:68:40,-69,2462,11,11/02/2020 23:03:40,6,0,0,9138234550336,9138234550336600
BPGC-NAB,08:4F:A9:30:00:00,-71,2437,6,11/02/2020 23:03:39,6,0,0,9138233933824,9138233933824600
BPGC-NAB,00:A3:8E:4E:29:A0,-64,2412,1,11/02/2020 23:03:40,6,0,0,702467156384,702467156384600
BPGC-NAB,70:EA:1A:22:A0:20,-76,2437,6,11/02/2020 23:03:39,6,0,0,124150763135008,124150763135008600
BPGC-NAB,70:EA:1A:22:96:00,-76,2412,1,11/02/2020 23:03:39,6,0,0,124150763132416,124150763132416600
BPGC-NAB,70:EA:1A:22:A9:40,-75,2462,11,11/02/2020 23:05:39,6,0,0,124150763137344,124150763137344600
BPGC-NAB,A8:B4:56:CC:DE:00,-78,2462,11,11/02/2020 23:01:40,6,0,0,185492503846400,185492503846400600
BPGC-NAB,70:EA:1A:22:9F:E0,-69,2462,11,11/02/2020 23:03:41,6,0,0,124150763134944,124150763134944600
BPGC-NAB,70:EA:1A:22:92:40,-81,2412,1,11/02/2020 23:01:40,6,0,0,124150763131456,124150763131456600
sks,88:63:DF:BB:74:A5,-72,2462,11,11/02/2020 23:03:41,6,0,0,149962536744101,149962536744101600
BPGC-NAB,70:EA:1A:22:96:A0,-83,2412,1,11/02/2020 23:01:40,6,0,0,124150763132576,124150763132576600
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-76,2437,6,11/02/2020 23:05:39,6,0,0,190090214554142,190090214554142600
BPGC-NAB,70:EA:1A:22:AC:00,-88,2437,6,11/02/2020 23:01:40,6,0,0,124150763138048,124150763138048600
BPGC-NAB,70:EA:1A:22:A5:A0,-75,2462,11,11/02/2020 23:03:39,6,0,0,124150763136416,124150763136416600
BPGC-NAB,70:EA:1A:22:9F:20,-68,2462,11,11/02/2020 23:06:03,6,0,0,124150763134752,124150763134752600
BPGC-NAB,70:EA:1A:22:A9:A0,-72,2437,6,11/02/2020 23:03:40,6,0,0,124150763137440,124150763137440600
BPGC-NAB,70:EA:1A:22:97:80,-83,2412,1,11/02/2020 23:03:40,6,0,0,124150763132800,124150763132800600
BPGC-NAB,08:4F:A9:10:4B:80,-84,2462,11,11/02/2020 23:03:41,6,0,0,9138231856000,9138231856000600
BPGC-NAB,00:A3:8E:60:F2:A0,-86,2462,11,11/02/2020 23:03:41,6,0,0,702468387488,702468387488600
BPGC-NAB,70:EA:1A:22:8F:E0,-77,2437,6,11/02/2020 23:05:41,6,0,0,124150763130848,124150763130848600
BPGC-NAB,70:EA:1A:22:8F:E0,-54,2437,6,12/02/20 11:30:04 PM,0,7,0,124150763130848,124150763130848070
BPGC-NAB,70:EA:1A:22:A9:A0,-73,2437,6,12/02/20 11:34:28 PM,0,7,0,124150763137440,124150763137440070
BPGC-NAB,A8:B4:56:CA:8F:40,-74,2437,6,12/02/20 11:34:26 PM,0,7,0,185492503695168,185492503695168070
BPGC-NAB,70:EA:1A:22:96:00,-82,2412,1,12/02/20 11:30:05 PM,0,7,0,124150763132416,124150763132416070
BPGC-NAB,00:A3:8E:60:F2:A0,-83,2462,11,12/02/20 11:34:25 PM,0,7,0,702468387488,702468387488070
BPGC-NAB,70:EA:1A:22:AC:00,-88,2437,6,12/02/20 11:30:04 PM,0,7,0,124150763138048,124150763138048070
BPGC-NAB,70:EA:1A:22:98:20,-90,2437,6,12/02/20 11:35:07 PM,0,7,0,124150763132960,124150763132960070
BPGC-NAB,08:4F:A9:10:4B:80,-56,2462,11,12/02/20 11:31:58 PM,0,7,0,9138231856000,9138231856000070
BPGC-NAB,70:EA:1A:22:96:20,-75,2462,11,12/02/20 11:31:58 PM,0,7,0,124150763132448,124150763132448070
BPGC-NAB,70:EA:1A:22:96:A0,-74,2412,1,12/02/20 11:34:23 PM,0,7,0,124150763132576,124150763132576070
BPGC-NAB,08:4F:A9:2D:8A:A0,-94,2412,1,12/02/20 11:31:58 PM,0,7,0,9138233772704,9138233772704070
BPGC-NAB,70:EA:1A:22:9B:80,-94,2412,1,12/02/20 11:34:23 PM,0,7,0,124150763133824,124150763133824070
BPGC-NAB,08:4F:A9:2D:77:40,-96,2412,1,12/02/20 11:35:07 PM,0,7,0,9138233767744,9138233767744070
BPGC-NAB,70:EA:1A:22:9F:80,-89,2462,11,12/02/20 11:32:28 PM,0,7,0,124150763134848,124150763134848070
BPGC-NAB,70:EA:1A:22:9B:E0,-95,2437,6,12/02/20 11:32:26 PM,0,7,0,124150763133920,124150763133920070
BPGC-NAB,08:4F:A9:43:38:A0,-96,2437,6,12/02/20 11:32:28 PM,0,7,0,9138235193504,9138235193504070
BPGC-NAB,68:3B:78:E9:C0:E0,-96,2462,11,12/02/20 11:34:25 PM,0,7,0,114604640944352,114604640944352070
BPGC-NAB,08:4F:A9:39:68:20,-35,2437,6,11/02/2020 23:17:04,7,0,0,9138234550304,9138234550304700
BPGC-NAB,08:4F:A9:2D:8A:40,-47,2462,11,11/02/2020 23:11:22,7,0,0,9138233772608,9138233772608700
BPGC-NAB,70:EA:1A:22:87:60,-60,2412,1,11/02/2020 23:17:00,7,0,0,124150763128672,124150763128672700
BPGC-NAB,08:4F:A9:2D:8A:A0,-63,2412,1,11/02/2020 23:17:04,7,0,0,9138233772704,9138233772704700
BPGC-NAB,70:EA:1A:22:A9:40,-66,2462,11,11/02/2020 23:17:04,7,0,0,124150763137344,124150763137344700
BPGC-NAB,08:4F:A9:39:68:40,-63,2462,11,11/02/2020 23:12:00,7,0,0,9138234550336,9138234550336700
BPGC-NAB,70:EA:1A:22:A0:20,-58,2437,6,11/02/2020 23:17:00,7,0,0,124150763135008,124150763135008700
CRT-MIFI,8C:21:A7:E1:4E:22,-66,2427,4,11/02/2020 23:17:01,7,0,0,154076178370082,154076178370082700
BPGC-NAB,70:EA:1A:22:A5:A0,-69,2462,11,11/02/2020 23:17:01,7,0,0,124150763136416,124150763136416700
BPGC-NAB,70:EA:1A:22:92:40,-69,2412,1,11/02/2020 23:12:00,7,0,0,124150763131456,124150763131456700
BPGC-NAB,A8:B4:56:CC:DE:00,-68,2462,11,11/02/2020 23:11:22,7,0,0,185492503846400,185492503846400700
BPGC-NAB,70:EA:1A:22:A9:A0,-71,2437,6,11/02/2020 23:12:00,7,0,0,124150763137440,124150763137440700
BPGC-NAB,70:EA:1A:22:9F:E0,-67,2462,11,11/02/2020 23:17:00,7,0,0,124150763134944,124150763134944700
BPGC-NAB,00:A3:8E:4E:29:A0,-72,2412,1,11/02/2020 23:11:22,7,0,0,702467156384,702467156384700
BPGC-NAB,70:EA:1A:22:98:20,-69,2437,6,11/02/2020 23:17:00,7,0,0,124150763132960,124150763132960700
BPGC-NAB,70:EA:1A:22:96:00,-76,2412,1,11/02/2020 23:12:00,7,0,0,124150763132416,124150763132416700
BPGC-NAB,70:EA:1A:22:9F:20,-66,2462,11,11/02/2020 23:12:00,7,0,0,124150763134752,124150763134752700
BPGC-NAB,70:EA:1A:22:97:80,-80,2412,1,11/02/2020 23:17:00,7,0,0,124150763132800,124150763132800700
BPGC-NAB,08:4F:A9:30:00:00,-66,2437,6,11/02/2020 23:17:01,7,0,0,9138233933824,9138233933824700
DIRECT-1D-HP DeskJet 2600 series,AC:E2:D3:B6:BA:1E,-77,2437,6,11/02/2020 23:12:00,7,0,0,190090214554142,190090214554142700
sks,88:63:DF:BB:74:A5,-80,2462,11,11/02/2020 23:17:04,7,0,0,149962536744101,149962536744101700
BPGC-NAB,70:EA:1A:22:AC:00,-87,2437,6,11/02/2020 23:12:00,7,0,0,124150763138048,124150763138048700
BPGC-NAB,A8:B4:56:CC:DE:00,-39,2462,11,12/02/2020 22:03:28,10,2,0,185492503846400,1854925038464001020
BPGC-NAB,70:EA:1A:22:A0:20,-46,2437,6,12/02/2020 22:05:28,10,2,0,124150763135008,1241507631350081020
BPGC-NAB,70:EA:1A:22:97:80,-48,2412,1,12/02/2020 22:05:28,10,2,0,124150763132800,1241507631328001020
BPGC-NAB,70:EA:1A:22:87:60,-53,2412,1,12/02/2020 22:05:28,10,2,0,124150763128672,1241507631286721020
BPGC-NAB,70:EA:1A:22:A9:40,-55,2462,11,12/02/2020 22:08:05,10,2,0,124150763137344,1241507631373441020
BPGC-NAB,70:EA:1A:22:98:20,-52,2437,6,12/02/2020 22:05:29,10,2,0,124150763132960,1241507631329601020
BPGC-NAB,70:EA:1A:22:AC:00,-58,2437,6,12/02/2020 22:05:33,10,2,0,124150763138048,1241507631380481020
BPGC-NAB,70:EA:1A:22:96:00,-58,2412,1,12/02/2020 22:05:33,10,2,0,124150763132416,1241507631324161020
BPGC-NAB,70:EA:1A:22:A5:A0,-50,2462,11,12/02/2020 22:07:33,10,2,0,124150763136416,1241507631364161020
BPGC-NAB,00:A3:8E:60:F2:A0,-70,2462,11,12/02/2020 22:05:33,10,2,0,702468387488,7024683874881020
BPGC-NAB,70:EA:1A:22:8F:E0,-72,2437,6,12/02/2020 22:03:29,10,2,0,124150763130848,1241507631308481020
BPGC-NAB,70:EA:1A:22:9F:E0,-67,2462,11,12/02/2020 22:07:29,10,2,0,124150763134944,1241507631349441020
BPGC-NAB,70:EA:1A:22:9B:80,-70,2412,1,12/02/2020 22:05:33,10,2,0,124150763133824,1241507631338241020
CRT-MIFI,8C:21:A7:E1:4E:22,-73,2427,4,12/02/2020 22:07:29,10,2,0,154076178370082,1540761783700821020
BPGC-NAB,08:4F:A9:39:68:20,-78,2437,6,12/02/2020 22:03:29,10,2,0,9138234550304,91382345503041020
BPGC-NAB,70:EA:1A:22:96:20,-87,2462,11,12/02/2020 22:03:28,10,2,0,124150763132448,1241507631324481020
BPGC-NAB,70:EA:1A:22:92:40,-74,2412,1,12/02/2020 22:03:30,10,2,0,124150763131456,1241507631314561020
BPGC-NAB,08:4F:A9:10:4B:80,-79,2462,11,12/02/2020 22:03:29,10,2,0,9138231856000,91382318560001020
BPGC-NAB,08:4F:A9:39:6A:40,-86,2462,11,12/02/2020 22:03:29,10,2,0,9138234550848,91382345508481020
BPGC-WIFI,40:01:7A:01:B8:80,-80,2412,1,12/02/2020 22:05:33,10,2,0,70375086078080,703750860780801020
BPGC-NAB,70:EA:1A:22:9F:80,-69,2462,11,12/02/2020 22:07:28,10,2,0,124150763134848,1241507631348481020
BPGC-NAB,70:EA:1A:22:96:A0,-83,2412,1,12/02/2020 22:07:31,10,2,0,124150763132576,1241507631325761020
BPGC-NAB,08:4F:A9:39:68:40,-86,2462,11,12/02/2020 22:05:31,10,2,0,9138234550336,91382345503361020
BPGC-NAB,70:EA:1A:22:9B:E0,-79,2437,6,12/02/2020 22:05:33,10,2,0,124150763133920,1241507631339201020
bhikkhu,60:6D:C7:A3:30:E3,-75,2412,1,12/02/2020 22:07:31,10,2,0,106024617062627,1060246170626271020
BPGC-NAB,08:4F:A9:2D:8A:40,-90,2462,11,12/02/2020 22:07:28,10,2,0,9138233772608,91382337726081020
BPGC-NAB,08:4F:A9:10:4B:80,-45,2462,11,12/02/20 11:15:38 PM,0,2,0,9138231856000,9138231856000020
BPGC-NAB,70:EA:1A:22:96:00,-50,2412,1,12/02/20 11:13:43 PM,0,2,0,124150763132416,124150763132416020
BPGC-NAB,00:A3:8E:60:F2:A0,-65,2462,11,12/02/20 11:19:04 PM,0,2,0,702468387488,702468387488020
BPGC-NAB,70:EA:1A:22:A5:A0,-68,2462,11,12/02/20 11:13:41 PM,0,2,0,124150763136416,124150763136416020
BPGC-NAB,70:EA:1A:22:AC:00,-63,2437,6,12/02/20 11:19:04 PM,0,2,0,124150763138048,124150763138048020
BPGC-NAB,A8:B4:56:CC:DE:00,-70,2462,11,12/02/20 11:13:43 PM,0,2,0,185492503846400,185492503846400020
BPGC-NAB,70:EA:1A:22:97:80,-68,2412,1,12/02/20 11:19:04 PM,0,2,0,124150763132800,124150763132800020
BPGC-NAB,70:EA:1A:22:A9:40,-70,2462,11,12/02/20 11:13:43 PM,0,2,0,124150763137344,124150763137344020
BPGC-NAB,70:EA:1A:22:96:A0,-79,2412,1,12/02/20 11:19:04 PM,0,2,0,124150763132576,124150763132576020
BPGC-NAB,08:4F:A9:2D:8A:A0,-82,2412,1,12/02/20 11:13:41 PM,0,2,0,9138233772704,9138233772704020
BPGC-WIFI,40:01:7A:01:B8:80,-82,2412,1,12/02/20 11:18:20 PM,0,2,0,70375086078080,70375086078080020
BPGC-NAB,70:EA:1A:22:8F:E0,-53,2437,6,12/02/20 11:15:43 PM,0,2,0,124150763130848,124150763130848020
BPGC-NAB,70:EA:1A:22:98:20,-60,2437,6,12/02/20 11:13:41 PM,0,2,0,124150763132960,124150763132960020
BPGC-NAB,70:EA:1A:22:A0:20,-68,2437,6,12/02/20 11:19:04 PM,0,2,0,124150763135008,124150763135008020
BPGC-NAB,70:EA:1A:22:A9:A0,-67,2437,6,12/02/20 11:13:43 PM,0,2,0,124150763137440,124150763137440020
BPGC-NAB,A8:B4:56:CA:8F:40,-81,2437,6,12/02/20 11:15:38 PM,0,2,0,185492503695168,185492503695168020
BPGC-WIFI,40:01:7A:CC:88:20,-90,2437,6,12/02/20 11:15:43 PM,0,2,0,70375099369504,70375099369504020
BPGC-NAB,70:EA:1A:22:9F:20,-81,2462,11,12/02/20 11:19:04 PM,0,2,0,124150763134752,124150763134752020
BPGC-WIFI,40:01:7A:B1:00:40,-78,2462,11,12/02/20 11:18:20 PM,0,2,0,70375097565248,70375097565248020
BPGC-NAB,70:EA:1A:22:87:60,-91,2412,1,12/02/20 11:15:41 PM,0,2,0,124150763128672,124150763128672020
BPGC-NAB,08:4F:A9:2D:77:40,-94,2412,1,12/02/20 11:13:43 PM,0,2,0,9138233767744,9138233767744020
BPGC-NAB,68:3B:78:E9:C0:E0,-95,2462,11,12/02/20 11:13:43 PM,0,2,0,114604640944352,114604640944352020
BPGC-NAB,08:4F:A9:43:38:A0,-93,2437,6,12/02/20 11:15:38 PM,0,2,0,9138235193504,9138235193504020
BPGC-NAB,08:4F:A9:39:68:20,-96,2437,6,12/02/20 11:15:38 PM,0,2,0,9138234550304,9138234550304020
BPGC-NAB,70:EA:1A:22:96:20,-91,2462,11,12/02/20 11:15:39 PM,0,2,0,124150763132448,124150763132448020
BPGC-WIFI,40:01:7A:AF:D3:60,-87,2437,6,12/02/20 11:15:41 PM,0,2,0,70375097488224,70375097488224020
BPGC-WIFI,40:01:7A:CA:3F:A0,-92,2437,6,12/02/20 11:15:41 PM,0,2,0,70375099219872,70375099219872020
BPGC-NAB,00:A3:8E:4E:29:A0,-95,2412,1,12/02/20 11:15:41 PM,0,2,0,702467156384,702467156384020
BPGC-WIFI,40:01:7A:01:B8:8F,-95,5280,56,12/02/20 11:15:43 PM,0,2,0,70375086078095,70375086078095020
BPGC-NAB,08:4F:A9:2D:8A:40,-90,2462,11,12/02/20 11:18:20 PM,0,2,0,9138233772608,9138233772608020
BPGC-WIFI,40:01:7A:C6:A5:60,-77,2462,11,12/02/20 11:19:04 PM,0,2,0,70375098983776,70375098983776020
BPGC-NAB,08:4F:A9:39:68:40,-95,2462,11,12/02/20 11:18:20 PM,0,2,0,9138234550336,9138234550336020
BPGC-NAB,08:4F:A9:30:00:00,-96,2437,6,12/02/20 11:18:20 PM,0,2,0,9138233933824,9138233933824020
BPGC-HOSTEL,BC:16:F5:9F:6E:F0,-96,2462,11,12/02/20 11:18:20 PM,0,2,0,206806796168944,206806796168944020
BPGC-NAB,70:EA:1A:22:96:00,-46,2412,1,12/02/20 11:00:23 PM,3,4,0,124150763132416,124150763132416340
BPGC-NAB,A8:B4:56:CC:DE:00,-57,2462,11,12/02/20 11:00:23 PM,3,4,0,185492503846400,185492503846400340
BPGC-NAB,70:EA:1A:22:AC:00,-55,2437,6,12/02/20 11:04:45 PM,3,4,0,124150763138048,124150763138048340
BPGC-NAB,70:EA:1A:22:A0:20,-69,2437,6,12/02/20 11:02:06 PM,3,4,0,124150763135008,124150763135008340
BPGC-NAB,70:EA:1A:22:A5:A0,-61,2462,11,12/02/20 11:00:23 PM,3,4,0,124150763136416,124150763136416340
BPGC-NAB,00:A3:8E:60:F2:A0,-62,2462,11,12/02/20 11:04:31 PM,3,4,0,702468387488,702468387488340
BPGC-NAB,70:EA:1A:22:A9:40,-67,2462,11,12/02/20 11:00:21 PM,3,4,0,124150763137344,124150763137344340
BPGC-NAB,08:4F:A9:2D:8A:A0,-69,2412,1,12/02/20 11:04:45 PM,3,4,0,9138233772704,9138233772704340
BPGC-NAB,08:4F:A9:10:4B:80,-69,2462,11,12/02/20 11:02:19 PM,3,4,0,9138231856000,9138231856000340
BPGC-NAB,70:EA:1A:22:87:60,-80,2412,1,12/02/20 11:00:21 PM,3,4,0,124150763128672,124150763128672340
BPGC-NAB,70:EA:1A:22:9F:20,-81,2462,11,12/02/20 11:04:45 PM,3,4,0,124150763134752,124150763134752340
BPGC-NAB,70:EA:1A:22:8F:E0,-72,2437,6,12/02/20 11:04:45 PM,3,4,0,124150763130848,124150763130848340
BPGC-NAB,70:EA:1A:22:97:80,-81,2412,1,12/02/20 11:04:45 PM,3,4,0,124150763132800,124150763132800340
BPGC-NAB,00:A3:8E:4E:29:A0,-87,2412,1,12/02/20 11:00:21 PM,3,4,0,702467156384,702467156384340
sks,88:63:DF:BB:74:A5,-91,2462,11,12/02/20 11:00:20 PM,3,4,0,149962536744101,149962536744101340
BPGC-WIFI,40:01:7A:01:B8:8F,-90,5280,56,12/02/20 11:04:31 PM,3,4,0,70375086078095,70375086078095340
BPGC-NAB,70:EA:1A:22:9B:80,-96,2412,1,12/02/20 11:00:20 PM,3,4,0,124150763133824,124150763133824340
BPGC-NAB,08:4F:A9:2D:77:40,-97,2412,1,12/02/20 11:00:20 PM,3,4,0,9138233767744,9138233767744340
BPGC-NAB,70:EA:1A:22:98:20,-59,2437,6,12/02/20 11:00:21 PM,3,4,0,124150763132960,124150763132960340
BPGC-NAB,08:4F:A9:2D:8A:40,-79,2462,11,12/02/20 11:00:21 PM,3,4,0,9138233772608,9138233772608340
BPGC-NAB,08:4F:A9:30:00:00,-82,2437,6,12/02/20 11:00:21 PM,3,4,0,9138233933824,9138233933824340
BPGC-WIFI,40:01:7A:B1:00:40,-86,2462,11,12/02/20 11:00:21 PM,3,4,0,70375097565248,70375097565248340
BPGC-NAB,08:4F:A9:39:68:40,-87,2462,11,12/02/20 11:04:31 PM,3,4,0,9138234550336,9138234550336340
BPGC-NAB,70:EA:1A:22:A9:A0,-87,2437,6,12/02/20 11:04:45 PM,3,4,0,124150763137440,124150763137440340
BPGC-NAB,70:EA:1A:22:96:20,-91,2462,11,12/02/20 11:00:23 PM,3,4,0,124150763132448,124150763132448340
BPGC-NAB,08:4F:A9:39:68:20,-94,2437,6,12/02/20 11:00:21 PM,3,4,0,9138234550304,9138234550304340
BPGC-NAB,A8:B4:56:CA:8F:40,-88,2437,6,12/02/20 11:04:45 PM,3,4,0,185492503695168,185492503695168340
BPGC-NAB,70:EA:1A:22:9F:E0,-96,2462,11,12/02/20 11:02:06 PM,3,4,0,124150763134944,124150763134944340
BPGC-WIFI,40:01:7A:01:B8:80,-80,2412,1,12/02/20 11:04:45 PM,3,4,0,70375086078080,70375086078080340
BPGC-NAB,70:EA:1A:22:96:A0,-94,2412,1,12/02/20 11:04:31 PM,3,4,0,124150763132576,124150763132576340
BPGC-NAB,70:EA:1A:22:9F:80,-88,2462,11,12/02/20 11:04:45 PM,3,4,0,124150763134848,124150763134848340
BPGC-NAB,08:4F:A9:2D:8A:A0,-49,2412,1,11/02/20 10:37:24 PM,3,0,0,9138233772704,9138233772704300
BPGC-NAB,08:4F:A9:2D:8A:40,-51,2462,11,11/02/20 10:41:19 PM,3,0,0,9138233772608,9138233772608300
BPGC-NAB,08:4F:A9:39:68:20,-54,2437,6,11/02/20 10:37:24 PM,3,0,0,9138234550304,9138234550304300
BPGC-NAB,00:A3:8E:4E:29:A0,-70,2412,1,11/02/20 10:36:25 PM,3,0,0,702467156384,702467156384300
BPGC-NAB,70:EA:1A:22:AC:00,-74,2437,6,11/02/20 10:36:22 PM,3,0,0,124150763138048,124150763138048300
BPGC-NAB,70:EA:1A:22:9F:20,-68,2462,11,11/02/20 10:41:19 PM,3,0,0,124150763134752,124150763134752300
BPGC-NAB,08:4F:A9:10:4B:80,-75,2462,11,11/02/20 10:38:22 PM,3,0,0,9138231856000,9138231856000300
BPGC-NAB,70:EA:1A:22:98:20,-75,2437,6,11/02/20 10:36:25 PM,3,0,0,124150763132960,124150763132960300
BPGC-NAB,A8:B4:56:CC:DE:00,-77,2462,11,11/02/20 10:41:19 PM,3,0,0,185492503846400,185492503846400300
BPGC-NAB,70:EA:1A:22:A9:40,-80,2462,11,11/02/20 10:41:19 PM,3,0,0,124150763137344,124150763137344300
BPGC-NAB,70:EA:1A:22:A9:A0,-68,2437,6,11/02/20 10:41:17 PM,3,0,0,124150763137440,124150763137440300
BPGC-NAB,08:4F:A9:39:68:40,-75,2462,11,11/02/20 10:39:17 PM,3,0,0,9138234550336,9138234550336300
BPGC-NAB,70:EA:1A:22:87:60,-77,2412,1,11/02/20 10:40:20 PM,3,0,0,124150763128672,124150763128672300
BPGC-NAB,00:A3:8E:60:F2:A0,-81,2462,11,11/02/20 10:39:17 PM,3,0,0,702468387488,702468387488300
BPGC-NAB,70:EA:1A:22:96:00,-81,2412,1,11/02/20 10:41:19 PM,3,0,0,124150763132416,124150763132416300
BPGC-WIFI,40:01:7A:01:B8:80,-89,2412,1,11/02/20 10:37:24 PM,3,0,0,70375086078080,70375086078080300
BPGC-NAB,08:4F:A9:30:00:00,-82,2437,6,11/02/20 10:41:19 PM,3,0,0,9138233933824,9138233933824300
BPGC-NAB,70:EA:1A:22:A5:A0,-85,2462,11,11/02/20 10:41:17 PM,3,0,0,124150763136416,124150763136416300
BPGC-NAB,70:EA:1A:22:9F:E0,-93,2462,11,11/02/20 10:37:24 PM,3,0,0,124150763134944,124150763134944300
BPGC-WIFI,40:01:7A:01:B8:8F,-90,5280,56,11/02/20 10:38:22 PM,3,0,0,70375086078095,70375086078095300
BPGC-NAB,70:EA:1A:22:97:80,-91,2412,1,11/02/20 10:40:22 PM,3,0,0,124150763132800,124150763132800300
BPGC-NAB,70:EA:1A:22:92:40,-88,2412,1,11/02/20 10:40:22 PM,3,0,0,124150763131456,124150763131456300
CRT-MIFI,8C:21:A7:E1:4E:22,-70,2427,4,11/02/20 10:40:22 PM,3,0,0,154076178370082,154076178370082300
BPGC-NAB,70:EA:1A:22:A0:20,-84,2437,6,11/02/20 10:37:24 PM,3,0,0,124150763135008,124150763135008300
BPGC-NAB,70:EA:1A:22:9B:E0,-92,2437,6,11/02/20 10:36:25 PM,3,0,0,124150763133920,124150763133920300
BPGC-NAB,70:EA:1A:22:8F:E0,-82,2437,6,11/02/20 10:41:19 PM,3,0,0,124150763130848,124150763130848300
BPGC-WIFI,00:A3:8E:67:76:40,-91,2437,6,11/02/20 10:37:24 PM,3,0,0,702468814400,702468814400300
BPGC-WIFI,40:01:7A:C6:A5:60,-91,2462,11,11/02/20 10:39:17 PM,3,0,0,70375098983776,70375098983776300
BPGC-WIFI,40:01:7A:B1:00:40,-91,2462,11,11/02/20 10:40:22 PM,3,0,0,70375097565248,70375097565248300
sks,88:63:DF:BB:74:A5,-89,2462,11,11/02/20 10:41:17 PM,3,0,0,149962536744101,149962536744101300
BPGC-NAB,70:EA:1A:22:96:A0,-95,2412,1,11/02/20 10:41:17 PM,3,0,0,124150763132576,124150763132576300
BPGC-NAB,70:EA:1A:22:A0:20,-44,2437,6,12/02/20 10:09:39 PM,11,2,0,124150763135008,1241507631350081120
BPGC-NAB,70:EA:1A:22:97:80,-49,2412,1,12/02/20 10:14:13 PM,11,2,0,124150763132800,1241507631328001120
BPGC-NAB,70:EA:1A:22:98:20,-59,2437,6,12/02/20 10:09:37 PM,11,2,0,124150763132960,1241507631329601120
BPGC-NAB,70:EA:1A:22:96:00,-64,2412,1,12/02/20 10:13:12 PM,11,2,0,124150763132416,1241507631324161120
BPGC-NAB,A8:B4:56:CC:DE:00,-61,2462,11,12/02/20 10:14:13 PM,11,2,0,185492503846400,1854925038464001120
BPGC-NAB,70:EA:1A:22:AC:00,-62,2437,6,12/02/20 10:09:37 PM,11,2,0,124150763138048,1241507631380481120
BPGC-NAB,70:EA:1A:22:A5:A0,-65,2462,11,12/02/20 10:11:35 PM,11,2,0,124150763136416,1241507631364161120
BPGC-NAB,70:EA:1A:22:87:60,-72,2412,1,12/02/20 10:09:37 PM,11,2,0,124150763128672,1241507631286721120
BPGC-NAB,70:EA:1A:22:A9:40,-65,2462,11,12/02/20 10:11:35 PM,11,2,0,124150763137344,1241507631373441120
BPGC-NAB,70:EA:1A:22:8F:E0,-75,2437,6,12/02/20 10:09:37 PM,11,2,0,124150763130848,1241507631308481120
BPGC-NAB,70:EA:1A:22:9B:80,-76,2412,1,12/02/20 10:13:12 PM,11,2,0,124150763133824,1241507631338241120
BPGC-NAB,70:EA:1A:22:9B:E0,-80,2437,6,12/02/20 10:14:13 PM,11,2,0,124150763133920,1241507631339201120
BPGC-NAB,00:A3:8E:60:F2:A0,-81,2462,11,12/02/20 10:13:12 PM,11,2,0,702468387488,7024683874881120
bhikkhu,60:6D:C7:A3:30:E3,-79,2412,1,12/02/20 10:13:12 PM,11,2,0,106024617062627,1060246170626271120
CRT-MIFI,8C:21:A7:E1:4E:22,-82,2427,4,12/02/20 10:13:12 PM,11,2,0,154076178370082,1540761783700821120
BPGC-NAB,00:A3:8E:4E:29:A0,-94,2412,1,12/02/20 10:09:35 PM,11,2,0,702467156384,7024671563841120
TG,80:14:A8:BE:BB:28,-92,2412,1,12/02/20 10:09:37 PM,11,2,0,140826218773288,1408262187732881120
BPGC-NAB,70:EA:1A:22:96:20,-94,2462,11,12/02/20 10:13:12 PM,11,2,0,124150763132448,1241507631324481120
BPGC-NAB,08:4F:A9:39:68:40,-96,2462,11,12/02/20 10:09:35 PM,11,2,0,9138234550336,91382345503361120
