Name,Address,Signal Level,Frequency,Channel,Time,X,Y,Z,MAC,Final
BPGC-NAB,70:EA:1A:22:96:A0,-94,2412,1,12/02/20 10:18:06 PM,11,4,0,124150763132576,1241507631325761140
BPGC-NAB,08:4F:A9:30:00:00,-94,2437,6,12/02/20 10:20:15 PM,11,4,0,9138233933824,91382339338241140
BPGC-NAB,70:EA:1A:22:92:40,-90,2412,1,12/02/20 10:20:15 PM,11,4,0,124150763131456,1241507631314561140
BPGC-NAB,70:EA:1A:22:8F:E0,-38,2437,6,12/02/20 11:25:53 PM,0,5,0,124150763130848,124150763130848050
BPGC-NAB,08:4F:A9:10:4B:80,-52,2462,11,12/02/20 11:27:53 PM,0,5,0,9138231856000,9138231856000050
BPGC-NAB,00:A3:8E:60:F2:A0,-66,2462,11,12/02/20 11:28:11 PM,0,5,0,702468387488,702468387488050
BPGC-NAB,70:EA:1A:22:A9:A0,-73,2437,6,12/02/20 11:25:53 PM,0,5,0,124150763137440,124150763137440050
BPGC-NAB,70:EA:1A:22:96:00,-74,2412,1,12/02/20 11:25:53 PM,0,5,0,124150763132416,124150763132416050
BPGC-NAB,70:EA:1A:22:98:20,-79,2437,6,12/02/20 11:25:53 PM,0,5,0,124150763132960,124150763132960050
BPGC-NAB,A8:B4:56:CC:DE:00,-81,2462,11,12/02/20 11:25:53 PM,0,5,0,185492503846400,185492503846400050
BPGC-WIFI,40:01:7A:AF:D3:60,-76,2437,6,12/02/20 11:24:53 PM,0,5,0,70375097488224,70375097488224050
BPGC-NAB,70:EA:1A:22:96:20,-80,2462,11,12/02/20 11:27:53 PM,0,5,0,124150763132448,124150763132448050
BPGC-NAB,70:EA:1A:22:A9:40,-84,2462,11,12/02/20 11:27:53 PM,0,5,0,124150763137344,124150763137344050
BPGC-NAB,70:EA:1A:22:AC:00,-72,2437,6,12/02/20 11:27:53 PM,0,5,0,124150763138048,124150763138048050
BPGC-NAB,70:EA:1A:22:A0:20,-86,2437,6,12/02/20 11:28:11 PM,0,5,0,124150763135008,124150763135008050
BPGC-WIFI,40:01:7A:CC:88:20,-87,2437,6,12/02/20 11:25:53 PM,0,5,0,70375099369504,70375099369504050
BPGC-NAB,08:4F:A9:2D:8A:A0,-87,2412,1,12/02/20 11:27:53 PM,0,5,0,9138233772704,9138233772704050
BPGC-NAB,70:EA:1A:22:97:80,-88,2412,1,12/02/20 11:25:53 PM,0,5,0,124150763132800,124150763132800050
BPGC-NAB,70:EA:1A:22:A5:A0,-89,2462,11,12/02/20 11:28:11 PM,0,5,0,124150763136416,124150763136416050
BPGC-NAB,A8:B4:56:CA:8F:40,-83,2437,6,12/02/20 11:27:53 PM,0,5,0,185492503695168,185492503695168050
BPGC-WIFI,40:01:7A:B1:00:40,-62,2462,11,12/02/20 11:26:10 PM,0,5,0,70375097565248,70375097565248050
BPGC-NAB,70:EA:1A:22:96:A0,-78,2412,1,12/02/20 11:28:11 PM,0,5,0,124150763132576,124150763132576050
TG,80:14:A8:BE:BB:28,-96,2412,1,12/02/20 11:27:53 PM,0,5,0,140826218773288,140826218773288050
BPGC-WIFI,40:01:7A:01:B8:80,-79,2412,1,12/02/20 11:28:11 PM,0,5,0,70375086078080,70375086078080050
BPGC-WIFI,40:01:7A:C6:A5:60,-84,2462,11,12/02/20 11:28:11 PM,0,5,0,70375098983776,70375098983776050
BPGC-NAB,70:EA:1A:22:A0:20,-39,2437,6,12/02/2020 22:11:36,11,3,0,124150763135008,1241507631350081130
BPGC-NAB,70:EA:1A:22:97:80,-51,2412,1,12/02/2020 22:11:37,11,3,0,124150763132800,1241507631328001130
BPGC-NAB,70:EA:1A:22:96:00,-54,2412,1,12/02/2020 22:14:11,11,3,0,124150763132416,1241507631324161130
BPGC-NAB,70:EA:1A:22:98:20,-55,2437,6,12/02/2020 22:11:36,11,3,0,124150763132960,1241507631329601130
BPGC-NAB,70:EA:1A:22:A9:40,-64,2462,11,12/02/2020 22:13:36,11,3,0,124150763137344,1241507631373441130
BPGC-NAB,70:EA:1A:22:AC:00,-67,2437,6,12/02/2020 22:14:11,11,3,0,124150763138048,1241507631380481130
BPGC-NAB,70:EA:1A:22:87:60,-67,2412,1,12/02/2020 22:13:36,11,3,0,124150763128672,1241507631286721130
BPGC-NAB,70:EA:1A:22:9F:80,-68,2462,11,12/02/2020 22:13:36,11,3,0,124150763134848,1241507631348481130
BPGC-NAB,70:EA:1A:22:9B:E0,-73,2437,6,12/02/2020 22:13:36,11,3,0,124150763133920,1241507631339201130
CRT-MIFI,8C:21:A7:E1:4E:22,-73,2427,4,12/02/2020 22:13:36,11,3,0,154076178370082,1540761783700821130
BPGC-NAB,08:4F:A9:39:68:20,-82,2437,6,12/02/2020 22:14:11,11,3,0,9138234550304,91382345503041130
BPGC-NAB,A8:B4:56:CC:DE:00,-46,2462,11,12/02/2020 22:11:37,11,3,0,185492503846400,1854925038464001130
bhikkhu,60:6D:C7:A3:30:E3,-66,2412,1,12/02/2020 22:11:36,11,3,0,106024617062627,1060246170626271130
BPGC-NAB,70:EA:1A:22:A5:A0,-66,2462,11,12/02/2020 22:13:37,11,3,0,124150763136416,1241507631364161130
BPGC-NAB,70:EA:1A:22:8F:E0,-73,2437,6,12/02/2020 22:09:37,11,3,0,124150763130848,1241507631308481130
BPGC-NAB,00:A3:8E:60:F2:A0,-68,2462,11,12/02/2020 22:14:11,11,3,0,702468387488,7024683874881130
BPGC-NAB,70:EA:1A:22:92:40,-79,2412,1,12/02/2020 22:09:37,11,3,0,124150763131456,1241507631314561130
BPGC-NAB,08:4F:A9:10:4B:80,-77,2462,11,12/02/2020 22:13:36,11,3,0,9138231856000,91382318560001130
BPGC-NAB,70:EA:1A:22:9B:80,-72,2412,1,12/02/2020 22:11:37,11,3,0,124150763133824,1241507631338241130
BPGC-NAB,08:4F:A9:30:00:00,-85,2437,6,12/02/2020 22:09:38,11,3,0,9138233933824,91382339338241130
sks,88:63:DF:BB:74:A5,-88,2462,11,12/02/2020 22:09:38,11,3,0,149962536744101,1499625367441011130
BPGC-NAB,70:EA:1A:22:9F:E0,-80,2462,11,12/02/2020 22:11:36,11,3,0,124150763134944,1241507631349441130
BPGC-NAB,08:4F:A9:39:6A:40,-84,2462,11,12/02/2020 22:13:37,11,3,0,9138234550848,91382345508481130
BPGC-NAB,A8:B4:56:CA:8F:40,-85,2437,6,12/02/2020 22:11:36,11,3,0,185492503695168,1854925036951681130
BPGC-NAB,08:4F:A9:39:68:40,-86,2462,11,12/02/2020 22:13:36,11,3,0,9138234550336,91382345503361130
BPGC-WIFI,40:01:7A:01:B8:8F,-86,5280,56,12/02/2020 22:11:37,11,3,0,70375086078095,703750860780951130
BPGC-NAB,70:EA:1A:22:9F:20,-90,2462,11,12/02/2020 22:11:37,11,3,0,124150763134752,1241507631347521130
BPGC-NAB,08:4F:A9:10:4B:80,-38,2462,11,12/02/2020 23:15:41,0,3,0,9138231856000,9138231856000030
BPGC-NAB,70:EA:1A:22:96:00,-47,2412,1,12/02/2020 23:13:41,0,3,0,124150763132416,124150763132416030
BPGC-NAB,70:EA:1A:22:98:20,-47,2437,6,12/02/2020 23:13:43,0,3,0,124150763132960,124150763132960030
BPGC-NAB,00:A3:8E:60:F2:A0,-50,2462,11,12/02/2020 23:19:05,0,3,0,702468387488,702468387488030
BPGC-NAB,70:EA:1A:22:97:80,-63,2412,1,12/02/2020 23:13:41,0,3,0,124150763132800,124150763132800030
BPGC-NAB,70:EA:1A:22:A9:40,-56,2462,11,12/02/2020 23:17:41,0,3,0,124150763137344,124150763137344030
BPGC-NAB,70:EA:1A:22:A0:20,-61,2437,6,12/02/2020 23:13:43,0,3,0,124150763135008,124150763135008030
BPGC-NAB,A8:B4:56:CC:DE:00,-54,2462,11,12/02/2020 23:19:05,0,3,0,185492503846400,185492503846400030
BPGC-NAB,70:EA:1A:22:8F:E0,-44,2437,6,12/02/2020 23:19:05,0,3,0,124150763130848,124150763130848030
BPGC-NAB,70:EA:1A:22:96:A0,-67,2412,1,12/02/2020 23:13:41,0,3,0,124150763132576,124150763132576030
BPGC-NAB,70:EA:1A:22:AC:00,-57,2437,6,12/02/2020 23:15:43,0,3,0,124150763138048,124150763138048030
BPGC-NAB,08:4F:A9:2D:8A:A0,-69,2412,1,12/02/2020 23:15:41,0,3,0,9138233772704,9138233772704030
BPGC-NAB,70:EA:1A:22:A5:A0,-64,2462,11,12/02/2020 23:15:37,0,3,0,124150763136416,124150763136416030
BPGC-WIFI,40:01:7A:B1:00:40,-67,2462,11,12/02/2020 23:17:41,0,3,0,70375097565248,70375097565248030
BPGC-NAB,70:EA:1A:22:96:20,-82,2462,11,12/02/2020 23:13:39,0,3,0,124150763132448,124150763132448030
BPGC-NAB,70:EA:1A:22:9F:20,-78,2462,11,12/02/2020 23:15:37,0,3,0,124150763134752,124150763134752030
BPGC-NAB,70:EA:1A:22:A9:A0,-67,2437,6,12/02/2020 23:17:41,0,3,0,124150763137440,124150763137440030
BPGC-NAB,A8:B4:56:CA:8F:40,-78,2437,6,12/02/2020 23:13:41,0,3,0,185492503695168,185492503695168030
BPGC-NAB,08:4F:A9:2D:77:40,-83,2412,1,12/02/2020 23:13:41,0,3,0,9138233767744,9138233767744030
BPGC-NAB,08:4F:A9:2D:8A:40,-83,2462,11,12/02/2020 23:15:43,0,3,0,9138233772608,9138233772608030
BPGC-NAB,70:EA:1A:22:9B:80,-85,2412,1,12/02/2020 23:13:43,0,3,0,124150763133824,124150763133824030
BPGC-NAB,70:EA:1A:22:9F:80,-86,2462,11,12/02/2020 23:13:43,0,3,0,124150763134848,124150763134848030
BPGC-WIFI,40:01:7A:01:B8:80,-80,2412,1,12/02/2020 23:15:41,0,3,0,70375086078080,70375086078080030
sks,88:63:DF:BB:74:A5,-82,2462,11,12/02/2020 23:17:39,0,3,0,149962536744101,149962536744101030
BPGC-NAB,08:4F:A9:39:68:40,-84,2462,11,12/02/2020 23:17:37,0,3,0,9138234550336,9138234550336030
BPGC-NAB,70:EA:1A:22:96:00,-43,2412,1,12/02/2020 23:10:37,0,4,0,124150763132416,124150763132416040
BPGC-NAB,70:EA:1A:22:98:20,-52,2437,6,12/02/2020 23:10:39,0,4,0,124150763132960,124150763132960040
BPGC-NAB,70:EA:1A:22:AC:00,-59,2437,6,12/02/2020 23:10:37,0,4,0,124150763138048,124150763138048040
BPGC-NAB,08:4F:A9:10:4B:80,-59,2462,11,12/02/2020 23:10:39,0,4,0,9138231856000,9138231856000040
BPGC-NAB,70:EA:1A:22:A9:40,-62,2462,11,12/02/2020 23:10:39,0,4,0,124150763137344,124150763137344040
BPGC-NAB,70:EA:1A:22:A0:20,-59,2437,6,12/02/2020 23:10:39,0,4,0,124150763135008,124150763135008040
BPGC-NAB,A8:B4:56:CC:DE:00,-54,2462,11,12/02/2020 23:10:41,0,4,0,185492503846400,185492503846400040
BPGC-NAB,70:EA:1A:22:A5:A0,-65,2462,11,12/02/2020 23:10:41,0,4,0,124150763136416,124150763136416040
BPGC-NAB,00:A3:8E:60:F2:A0,-59,2462,11,12/02/2020 23:10:43,0,4,0,702468387488,702468387488040
BPGC-WIFI,40:01:7A:B1:00:40,-74,2462,11,12/02/2020 23:10:41,0,4,0,70375097565248,70375097565248040
BPGC-NAB,70:EA:1A:22:96:20,-67,2462,11,12/02/2020 23:11:22,0,4,0,124150763132448,124150763132448040
BPGC-NAB,70:EA:1A:22:8F:E0,-45,2437,6,12/02/2020 23:08:37,0,4,0,124150763130848,124150763130848040
BPGC-WIFI,40:01:7A:CA:3F:AF,-82,5805,161,12/02/2020 23:06:40,0,4,0,70375099219887,70375099219887040
BPGC-NAB,70:EA:1A:22:9F:20,-72,2462,11,12/02/2020 23:11:22,0,4,0,124150763134752,124150763134752040
BPGC-NAB,08:4F:A9:2D:8A:40,-81,2462,11,12/02/2020 23:08:38,0,4,0,9138233772608,9138233772608040
BPGC-WIFI,40:01:7A:C6:A5:60,-86,2462,11,12/02/2020 23:06:40,0,4,0,70375098983776,70375098983776040
sks,88:63:DF:BB:74:A5,-88,2462,11,12/02/2020 23:08:42,0,4,0,149962536744101,149962536744101040
BPGC-NAB,70:EA:1A:22:97:80,-73,2412,1,12/02/2020 23:10:41,0,4,0,124150763132800,124150763132800040
BPGC-NAB,08:4F:A9:2D:8A:A0,-79,2412,1,12/02/2020 23:08:40,0,4,0,9138233772704,9138233772704040
BPGC-NAB,70:EA:1A:22:96:A0,-63,2412,1,12/02/2020 23:11:22,0,4,0,124150763132576,124150763132576040
BPGC-NAB,70:EA:1A:22:A9:A0,-70,2437,6,12/02/2020 23:10:39,0,4,0,124150763137440,124150763137440040
BPGC-NAB,70:EA:1A:22:9B:E0,-84,2437,6,12/02/2020 23:08:42,0,4,0,124150763133920,124150763133920040
BPGC-NAB,00:A3:8E:4E:29:A0,-79,2412,1,12/02/2020 23:10:39,0,4,0,702467156384,702467156384040
BPGC-NAB,A8:B4:56:CA:8F:40,-67,2437,6,12/02/2020 23:10:41,0,4,0,185492503695168,185492503695168040
BPGC-NAB,08:4F:A9:39:68:40,-87,2462,11,12/02/2020 23:10:43,0,4,0,9138234550336,9138234550336040
BPGC-NAB,70:EA:1A:22:96:00,-37,2412,1,12/02/20 11:08:49 PM,1,4,0,124150763132416,124150763132416140
BPGC-NAB,70:EA:1A:22:98:20,-59,2437,6,12/02/20 11:08:49 PM,1,4,0,124150763132960,124150763132960140
BPGC-NAB,08:4F:A9:10:4B:80,-63,2462,11,12/02/20 11:08:49 PM,1,4,0,9138231856000,9138231856000140
BPGC-NAB,A8:B4:56:CC:DE:00,-65,2462,11,12/02/20 11:08:52 PM,1,4,0,185492503846400,185492503846400140
BPGC-NAB,70:EA:1A:22:AC:00,-66,2437,6,12/02/20 11:08:54 PM,1,4,0,124150763138048,124150763138048140
BPGC-NAB,00:A3:8E:60:F2:A0,-60,2462,11,12/02/20 11:08:54 PM,1,4,0,702468387488,702468387488140
BPGC-NAB,70:EA:1A:22:A9:40,-64,2462,11,12/02/20 11:08:54 PM,1,4,0,124150763137344,124150763137344140
BPGC-NAB,70:EA:1A:22:A0:20,-68,2437,6,12/02/20 11:08:49 PM,1,4,0,124150763135008,124150763135008140
BPGC-NAB,70:EA:1A:22:A5:A0,-73,2462,11,12/02/20 11:08:49 PM,1,4,0,124150763136416,124150763136416140
BPGC-NAB,70:EA:1A:22:8F:E0,-72,2437,6,12/02/20 11:08:50 PM,1,4,0,124150763130848,124150763130848140
BPGC-NAB,70:EA:1A:22:87:60,-78,2412,1,12/02/20 11:08:49 PM,1,4,0,124150763128672,124150763128672140
BPGC-NAB,70:EA:1A:22:97:80,-78,2412,1,12/02/20 11:11:19 PM,1,4,0,124150763132800,124150763132800140
BPGC-NAB,70:EA:1A:22:A9:A0,-73,2437,6,12/02/20 11:08:52 PM,1,4,0,124150763137440,124150763137440140
BPGC-NAB,08:4F:A9:2D:8A:A0,-81,2412,1,12/02/20 11:08:54 PM,1,4,0,9138233772704,9138233772704140
BPGC-NAB,70:EA:1A:22:9F:20,-86,2462,11,12/02/20 11:11:19 PM,1,4,0,124150763134752,124150763134752140
BPGC-WIFI,40:01:7A:B1:00:40,-87,2462,11,12/02/20 11:08:49 PM,1,4,0,70375097565248,70375097565248140
BPGC-NAB,70:EA:1A:22:96:A0,-74,2412,1,12/02/20 11:11:19 PM,1,4,0,124150763132576,124150763132576140
BPGC-NAB,08:4F:A9:2D:8A:40,-87,2462,11,12/02/20 11:08:54 PM,1,4,0,9138233772608,9138233772608140
BPGC-NAB,70:EA:1A:22:9B:E0,-87,2437,6,12/02/20 11:08:52 PM,1,4,0,124150763133920,124150763133920140
sks,88:63:DF:BB:74:A5,-92,2462,11,12/02/20 11:08:54 PM,1,4,0,149962536744101,149962536744101140
BPGC-WIFI,40:01:7A:01:B8:8F,-96,5280,56,12/02/20 11:08:49 PM,1,4,0,70375086078095,70375086078095140
BPGC-NAB,A8:B4:56:CA:8F:40,-82,2437,6,12/02/20 11:11:19 PM,1,4,0,185492503695168,185492503695168140
TG,80:14:A8:BE:BB:28,-86,2412,1,12/02/20 11:08:50 PM,1,4,0,140826218773288,140826218773288140
BPGC-NAB,08:4F:A9:30:00:00,-89,2437,6,12/02/20 11:08:54 PM,1,4,0,9138233933824,9138233933824140
BPGC-NAB,00:A3:8E:4E:29:A0,-91,2412,1,12/02/20 11:11:19 PM,1,4,0,702467156384,702467156384140
BPGC-NAB,08:4F:A9:2D:77:40,-94,2412,1,12/02/20 11:08:50 PM,1,4,0,9138233767744,9138233767744140
BPGC-NAB,08:4F:A9:43:38:A0,-94,2437,6,12/02/20 11:08:50 PM,1,4,0,9138235193504,9138235193504140
BPGC-NAB,70:EA:1A:22:9B:80,-95,2412,1,12/02/20 11:08:50 PM,1,4,0,124150763133824,124150763133824140
BPGC-WIFI,40:01:7A:AF:D3:6F,-96,5180,36,12/02/20 11:08:50 PM,1,4,0,70375097488239,70375097488239140
BPGC-WIFI,40:01:7A:01:B8:80,-91,2412,1,12/02/20 11:08:52 PM,1,4,0,70375086078080,70375086078080140
BPGC-NAB,70:EA:1A:22:98:20,-41,2437,6,12/02/20 10:54:30 PM,5,4,0,124150763132960,124150763132960540
BPGC-NAB,A8:B4:56:CC:DE:00,-52,2462,11,12/02/20 10:54:32 PM,5,4,0,185492503846400,185492503846400540
BPGC-NAB,70:EA:1A:22:A0:20,-59,2437,6,12/02/20 10:54:30 PM,5,4,0,124150763135008,124150763135008540
BPGC-NAB,70:EA:1A:22:A5:A0,-63,2462,11,12/02/20 10:56:26 PM,5,4,0,124150763136416,124150763136416540
BPGC-NAB,70:EA:1A:22:96:00,-61,2412,1,12/02/20 10:52:32 PM,5,4,0,124150763132416,124150763132416540
BPGC-NAB,70:EA:1A:22:AC:00,-68,2437,6,12/02/20 10:52:28 PM,5,4,0,124150763138048,124150763138048540
BPGC-NAB,70:EA:1A:22:A9:40,-70,2462,11,12/02/20 10:56:26 PM,5,4,0,124150763137344,124150763137344540
BPGC-NAB,70:EA:1A:22:8F:E0,-78,2437,6,12/02/20 10:54:07 PM,5,4,0,124150763130848,124150763130848540
BPGC-NAB,08:4F:A9:39:68:40,-81,2462,11,12/02/20 10:52:28 PM,5,4,0,9138234550336,9138234550336540
BPGC-NAB,70:EA:1A:22:87:60,-76,2412,1,12/02/20 10:56:26 PM,5,4,0,124150763128672,124150763128672540
BPGC-NAB,00:A3:8E:60:F2:A0,-75,2462,11,12/02/20 10:52:32 PM,5,4,0,702468387488,702468387488540
BPGC-NAB,70:EA:1A:22:97:80,-67,2412,1,12/02/20 10:52:32 PM,5,4,0,124150763132800,124150763132800540
BPGC-WIFI,40:01:7A:B1:00:40,-84,2462,11,12/02/20 10:52:28 PM,5,4,0,70375097565248,70375097565248540
BPGC-NAB,08:4F:A9:39:68:20,-82,2437,6,12/02/20 10:52:30 PM,5,4,0,9138234550304,9138234550304540
BPGC-NAB,70:EA:1A:22:96:20,-80,2462,11,12/02/20 10:52:32 PM,5,4,0,124150763132448,124150763132448540
BPGC-NAB,08:4F:A9:10:4B:80,-82,2462,11,12/02/20 10:56:28 PM,5,4,0,9138231856000,9138231856000540
BPGC-NAB,70:EA:1A:22:9B:E0,-82,2437,6,12/02/20 10:56:28 PM,5,4,0,124150763133920,124150763133920540
BPGC-NAB,08:4F:A9:30:00:00,-78,2437,6,12/02/20 10:52:30 PM,5,4,0,9138233933824,9138233933824540
BPGC-NAB,70:EA:1A:22:9F:20,-86,2462,11,12/02/20 10:52:28 PM,5,4,0,124150763134752,124150763134752540
BPGC-NAB,08:4F:A9:2D:8A:A0,-83,2412,1,12/02/20 10:52:32 PM,5,4,0,9138233772704,9138233772704540
BPGC-WIFI,40:01:7A:01:B8:80,-89,2412,1,12/02/20 10:52:28 PM,5,4,0,70375086078080,70375086078080540
BPGC-NAB,70:EA:1A:22:A9:A0,-90,2437,6,12/02/20 10:57:53 PM,5,4,0,124150763137440,124150763137440540
BPGC-NAB,08:4F:A9:2D:8A:40,-88,2462,11,12/02/20 10:54:07 PM,5,4,0,9138233772608,9138233772608540
BPGC-WIFI,40:01:7A:01:B8:8F,-94,5280,56,12/02/20 10:54:07 PM,5,4,0,70375086078095,70375086078095540
TG,80:14:A8:BE:BB:28,-92,2412,1,12/02/20 10:54:27 PM,5,4,0,140826218773288,140826218773288540
BPGC-NAB,70:EA:1A:22:9B:80,-83,2412,1,12/02/20 10:54:27 PM,5,4,0,124150763133824,124150763133824540
BPGC-NAB,70:EA:1A:22:96:A0,-84,2412,1,12/02/20 10:54:27 PM,5,4,0,124150763132576,124150763132576540
BPGC-NAB,70:EA:1A:22:9F:80,-86,2462,11,12/02/20 10:52:32 PM,5,4,0,124150763134848,124150763134848540
BPGC-NAB,70:EA:1A:22:92:40,-92,2412,1,12/02/20 10:52:32 PM,5,4,0,124150763131456,124150763131456540
sks,88:63:DF:BB:74:A5,-91,2462,11,12/02/20 10:54:30 PM,5,4,0,149962536744101,149962536744101540
BPGC-NAB,70:EA:1A:22:9F:E0,-94,2462,11,12/02/20 10:54:30 PM,5,4,0,124150763134944,124150763134944540
BPGC-NAB,A8:B4:56:CA:8F:40,-87,2437,6,12/02/20 10:56:28 PM,5,4,0,185492503695168,185492503695168540
BPGC-NAB,00:A3:8E:4E:29:A0,-92,2412,1,12/02/20 10:56:28 PM,5,4,0,702467156384,702467156384540
BPGC-NAB,08:4F:A9:2D:77:40,-96,2412,1,12/02/20 10:56:26 PM,5,4,0,9138233767744,9138233767744540
BPGC-NAB,08:4F:A9:2D:8A:A0,-50,2412,1,11/02/20 10:27:03 PM,1,0,0,9138233772704,9138233772704100
BPGC-NAB,70:EA:1A:22:A9:A0,-52,2437,6,11/02/20 10:31:53 PM,1,0,0,124150763137440,124150763137440100
BPGC-NAB,08:4F:A9:39:68:20,-63,2437,6,11/02/20 10:27:03 PM,1,0,0,9138234550304,9138234550304100
BPGC-NAB,08:4F:A9:2D:8A:40,-60,2462,11,11/02/20 10:27:05 PM,1,0,0,9138233772608,9138233772608100
BPGC-NAB,70:EA:1A:22:9F:20,-67,2462,11,11/02/20 10:32:04 PM,1,0,0,124150763134752,124150763134752100
BPGC-NAB,08:4F:A9:10:4B:80,-68,2462,11,11/02/20 10:28:01 PM,1,0,0,9138231856000,9138231856000100
BPGC-NAB,70:EA:1A:22:96:00,-75,2412,1,11/02/20 10:31:49 PM,1,0,0,124150763132416,124150763132416100
BPGC-NAB,70:EA:1A:22:98:20,-78,2437,6,11/02/20 10:31:53 PM,1,0,0,124150763132960,124150763132960100
BPGC-NAB,70:EA:1A:22:AC:00,-77,2437,6,11/02/20 10:31:49 PM,1,0,0,124150763138048,124150763138048100
BPGC-NAB,00:A3:8E:4E:29:A0,-77,2412,1,11/02/20 10:28:01 PM,1,0,0,702467156384,702467156384100
BPGC-NAB,08:4F:A9:39:68:40,-80,2462,11,11/02/20 10:28:01 PM,1,0,0,9138234550336,9138234550336100
BPGC-WIFI,40:01:7A:01:B8:8F,-81,5280,56,11/02/20 10:31:51 PM,1,0,0,70375086078095,70375086078095100
BPGC-NAB,70:EA:1A:22:87:60,-84,2412,1,11/02/20 10:31:53 PM,1,0,0,124150763128672,124150763128672100
BPGC-NAB,70:EA:1A:22:8F:E0,-74,2437,6,11/02/20 10:31:51 PM,1,0,0,124150763130848,124150763130848100
BPGC-NAB,70:EA:1A:22:97:80,-90,2412,1,11/02/20 10:27:05 PM,1,0,0,124150763132800,124150763132800100
BPGC-NAB,00:A3:8E:60:F2:A0,-73,2462,11,11/02/20 10:31:47 PM,1,0,0,702468387488,702468387488100
BPGC-WIFI,40:01:7A:01:B8:80,-78,2412,1,11/02/20 10:31:49 PM,1,0,0,70375086078080,70375086078080100
BPGC-NAB,70:EA:1A:22:A0:20,-81,2437,6,11/02/20 10:31:51 PM,1,0,0,124150763135008,124150763135008100
BPGC-NAB,A8:B4:56:CC:DE:00,-79,2462,11,11/02/20 10:31:51 PM,1,0,0,185492503846400,185492503846400100
BPGC-WIFI,40:01:7A:CC:88:20,-89,2437,6,11/02/20 10:27:05 PM,1,0,0,70375099369504,70375099369504100
BPGC-NAB,08:4F:A9:30:00:00,-88,2437,6,11/02/20 10:31:49 PM,1,0,0,9138233933824,9138233933824100
BPGC-WIFI,40:01:7A:CC:88:2F,-93,5220,44,11/02/20 10:27:05 PM,1,0,0,70375099369519,70375099369519100
BPGC-WIFI,40:01:7A:C6:A5:60,-81,2462,11,11/02/20 10:31:51 PM,1,0,0,70375098983776,70375098983776100
BPGC-NAB,70:EA:1A:22:A9:40,-88,2462,11,11/02/20 10:32:04 PM,1,0,0,124150763137344,124150763137344100
BPGC-WIFI,40:01:7A:B1:00:40,-90,2462,11,11/02/20 10:31:51 PM,1,0,0,70375097565248,70375097565248100
BPGC-NAB,70:EA:1A:22:A5:A0,-92,2462,11,11/02/20 10:31:51 PM,1,0,0,124150763136416,124150763136416100
BPGC-NAB,70:EA:1A:22:92:40,-95,2412,1,11/02/20 10:31:53 PM,1,0,0,124150763131456,124150763131456100
CRT-MIFI,8C:21:A7:E1:4E:22,-88,2427,4,11/02/20 10:32:04 PM,1,0,0,154076178370082,154076178370082100
BPGC-NAB,70:EA:1A:22:87:60,-37,2412,1,11/02/2020 23:23:12,9,1,0,124150763128672,124150763128672910
BPGC-NAB,70:EA:1A:22:A0:20,-45,2437,6,11/02/2020 23:21:11,9,1,0,124150763135008,124150763135008910
BPGC-NAB,70:EA:1A:22:A5:A0,-57,2462,11,11/02/2020 23:21:11,9,1,0,124150763136416,124150763136416910
BPGC-NAB,70:EA:1A:22:9F:E0,-55,2462,11,11/02/2020 23:23:59,9,1,0,124150763134944,124150763134944910
BPGC-NAB,08:4F:A9:39:68:20,-64,2437,6,11/02/2020 23:23:11,9,1,0,9138234550304,9138234550304910
BPGC-NAB,70:EA:1A:22:97:80,-65,2412,1,11/02/2020 23:19:11,9,1,0,124150763132800,124150763132800910
BPGC-NAB,70:EA:1A:22:92:40,-54,2412,1,11/02/2020 23:21:12,9,1,0,124150763131456,124150763131456910
BPGC-NAB,70:EA:1A:22:98:20,-71,2437,6,11/02/2020 23:21:12,9,1,0,124150763132960,124150763132960910
BPGC-NAB,A8:B4:56:CC:DE:00,-51,2462,11,11/02/2020 23:23:12,9,1,0,185492503846400,185492503846400910
BPGC-NAB,70:EA:1A:22:A9:40,-59,2462,11,11/02/2020 23:21:11,9,1,0,124150763137344,124150763137344910
BPGC-NAB,08:4F:A9:30:00:00,-70,2437,6,11/02/2020 23:21:11,9,1,0,9138233933824,9138233933824910
BPGC-NAB,08:4F:A9:39:6A:40,-70,2462,11,11/02/2020 23:23:12,9,1,0,9138234550848,9138234550848910
BPGC-NAB,70:EA:1A:22:96:00,-72,2412,1,11/02/2020 23:23:59,9,1,0,124150763132416,124150763132416910
CRT-MIFI,8C:21:A7:E1:4E:22,-72,2427,4,11/02/2020 23:23:59,9,1,0,154076178370082,154076178370082910
BPGC-NAB,08:4F:A9:2D:8A:40,-67,2462,11,11/02/2020 23:21:11,9,1,0,9138233772608,9138233772608910
BPGC-NAB,70:EA:1A:22:9B:80,-79,2412,1,11/02/2020 23:19:11,9,1,0,124150763133824,124150763133824910
BPGC-NAB,00:A3:8E:4E:29:A0,-81,2412,1,11/02/2020 23:19:11,9,1,0,702467156384,702467156384910
BPGC-NAB,08:4F:A9:2D:8A:A0,-77,2412,1,11/02/2020 23:23:12,9,1,0,9138233772704,9138233772704910
BPGC-NAB,A8:B4:56:CA:8F:40,-83,2437,6,11/02/2020 23:19:11,9,1,0,185492503695168,185492503695168910
BPGC-NAB,70:EA:1A:22:AC:00,-78,2437,6,11/02/2020 23:23:12,9,1,0,124150763138048,124150763138048910
